epoch	acc	certified
649	0.29527997970581055	0.21132999658584595
699	0.2987699806690216	0.2203799933195114
749	0.3014099895954132	0.23003999888896942
799	0.30532997846603394	0.23871000111103058
849	0.30844998359680176	0.24564999341964722
899	0.3099899888038635	0.250249981880188
949	0.3112899959087372	0.2523399889469147
997	0.3100699782371521	0.2525099813938141
998	0.3112599849700928	0.2529999911785126
999	0.3112599849700928	0.2524299919605255
