dataset = CIFAR10
model = SortHybridModel(depth=7,width=5120,hidden=512,scalar=True,dropout=0.6)
loss = ce_hinge(lam0=1.0,lam_end=0.01)
p_start = 8.0
p_end = 1000.0
eps_train = 0.03451
eps_test = 0.03137
eps_smooth = 0.4
epochs = 0,500,200,2950,3000
decays = None
batch_size = 512
lr = 0.02
wd = 0.02
beta1 = 0.9
beta2 = 0.99
epsilon = 1e-10
start_epoch = 0
checkpoint = None
gpu = 3
dist_url = tcp://localhost:23456
world_size = 1
rank = 0
print_freq = 200
result_dir = result
filter_name = 
seed = 2021
visualize = False
Compose(
    RandomCrop(size=(32, 32), padding=3)
    RandomHorizontalFlip(p=0.5)
    ToTensor()
    Normalize(mean=[0.4914 0.4822 0.4465], std=[0.2009, 0.2009, 0.2009])
)
SortHybridModel(
  (fc_dist): BoundSequential(
    (0): NormDist(
      in_features=3072, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (1): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (2): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (3): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (4): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
  )
  (fc_linear): BoundSequential(
    (0): BoundLinear(in_features=5120, out_features=512, bias=True)
    (1): BoundTanh()
  )
  (fc_final): BoundFinalLinear(in_features=512, out_features=10, bias=True)
)
number of params:  123213323
Epoch 608:  train loss 0.9660   train acc 0.5690   worst 0.3977   lr 0.0180   p 16.38   eps 0.1718   mix 0.5050   time 13.49
Epoch 609:  train loss 0.9749   train acc 0.5690   worst 0.3959   lr 0.0180   p 16.40   eps 0.1718   mix 0.5041   time 13.46
Epoch 610:  train loss 0.9713   train acc 0.5711   worst 0.3973   lr 0.0180   p 16.43   eps 0.1718   mix 0.5033   time 13.42
Epoch 611:  train loss 0.9652   train acc 0.5705   worst 0.3984   lr 0.0180   p 16.46   eps 0.1718   mix 0.5024   time 13.47
Epoch 612:  train loss 0.9659   train acc 0.5683   worst 0.3979   lr 0.0180   p 16.49   eps 0.1718   mix 0.5016   time 13.50
Epoch 613:  train loss 0.9653   train acc 0.5692   worst 0.3964   lr 0.0180   p 16.52   eps 0.1718   mix 0.5008   time 13.48
Epoch 614:  train loss 0.9666   train acc 0.5707   worst 0.3969   lr 0.0180   p 16.55   eps 0.1718   mix 0.4999   time 13.53
Epoch 615:  train loss 0.9692   train acc 0.5702   worst 0.3944   lr 0.0180   p 16.58   eps 0.1718   mix 0.4991   time 13.58
Epoch 616:  train loss 0.9639   train acc 0.5708   worst 0.3985   lr 0.0180   p 16.61   eps 0.1718   mix 0.4983   time 13.57
Epoch 617:  train loss 0.9659   train acc 0.5698   worst 0.3949   lr 0.0180   p 16.64   eps 0.1718   mix 0.4974   time 13.53
Epoch 618:  train loss 0.9642   train acc 0.5708   worst 0.3953   lr 0.0180   p 16.67   eps 0.1718   mix 0.4966   time 13.59
Epoch 619:  train loss 0.9612   train acc 0.5697   worst 0.3967   lr 0.0180   p 16.69   eps 0.1718   mix 0.4958   time 13.50
Epoch 620:  train loss 0.9656   train acc 0.5713   worst 0.3937   lr 0.0180   p 16.72   eps 0.1718   mix 0.4949   time 13.53
Epoch 621:  train loss 0.9649   train acc 0.5693   worst 0.3921   lr 0.0180   p 16.75   eps 0.1718   mix 0.4941   time 13.52
Epoch 622:  train loss 0.9585   train acc 0.5701   worst 0.3959   lr 0.0180   p 16.78   eps 0.1718   mix 0.4933   time 13.54
Epoch 623:  train loss 0.9599   train acc 0.5687   worst 0.3945   lr 0.0179   p 16.81   eps 0.1718   mix 0.4925   time 13.53
Epoch 624:  train loss 0.9527   train acc 0.5688   worst 0.3973   lr 0.0179   p 16.84   eps 0.1718   mix 0.4916   time 13.50
Epoch 625:  train loss 0.9595   train acc 0.5713   worst 0.3946   lr 0.0179   p 16.87   eps 0.1718   mix 0.4908   time 13.48
Epoch 626:  train loss 0.9589   train acc 0.5697   worst 0.3940   lr 0.0179   p 16.90   eps 0.1718   mix 0.4900   time 13.53
Epoch 627:  train loss 0.9561   train acc 0.5695   worst 0.3935   lr 0.0179   p 16.93   eps 0.1718   mix 0.4892   time 13.57
Epoch 628:  train loss 0.9549   train acc 0.5684   worst 0.3924   lr 0.0179   p 16.96   eps 0.1718   mix 0.4883   time 13.51
Epoch 629:  train loss 0.9572   train acc 0.5716   worst 0.3943   lr 0.0179   p 16.99   eps 0.1718   mix 0.4875   time 13.53
Epoch 630:  train loss 0.9574   train acc 0.5716   worst 0.3941   lr 0.0179   p 17.02   eps 0.1718   mix 0.4867   time 13.50
Epoch 631:  train loss 0.9504   train acc 0.5706   worst 0.3954   lr 0.0179   p 17.05   eps 0.1718   mix 0.4859   time 13.51
Epoch 632:  train loss 0.9511   train acc 0.5700   worst 0.3933   lr 0.0179   p 17.08   eps 0.1718   mix 0.4851   time 13.51
Epoch 633:  train loss 0.9517   train acc 0.5697   worst 0.3918   lr 0.0179   p 17.11   eps 0.1718   mix 0.4843   time 13.46
Epoch 634:  train loss 0.9530   train acc 0.5689   worst 0.3905   lr 0.0179   p 17.14   eps 0.1718   mix 0.4835   time 13.46
Epoch 635:  train loss 0.9486   train acc 0.5675   worst 0.3916   lr 0.0179   p 17.17   eps 0.1718   mix 0.4827   time 13.49
Epoch 636:  train loss 0.9483   train acc 0.5662   worst 0.3910   lr 0.0179   p 17.20   eps 0.1718   mix 0.4818   time 13.52
Epoch 637:  train loss 0.9472   train acc 0.5683   worst 0.3935   lr 0.0179   p 17.23   eps 0.1718   mix 0.4810   time 13.50
Epoch 638:  train loss 0.9455   train acc 0.5691   worst 0.3939   lr 0.0178   p 17.26   eps 0.1718   mix 0.4802   time 13.47
Epoch 639:  train loss 0.9520   train acc 0.5701   worst 0.3918   lr 0.0178   p 17.29   eps 0.1718   mix 0.4794   time 13.49
Epoch 640:  train loss 0.9476   train acc 0.5681   worst 0.3917   lr 0.0178   p 17.32   eps 0.1718   mix 0.4786   time 13.46
Epoch 641:  train loss 0.9452   train acc 0.5667   worst 0.3913   lr 0.0178   p 17.35   eps 0.1718   mix 0.4778   time 13.55
Epoch 642:  train loss 0.9447   train acc 0.5675   worst 0.3907   lr 0.0178   p 17.38   eps 0.1718   mix 0.4770   time 13.54
Epoch 643:  train loss 0.9433   train acc 0.5681   worst 0.3926   lr 0.0178   p 17.41   eps 0.1718   mix 0.4762   time 13.54
Epoch 644:  train loss 0.9404   train acc 0.5699   worst 0.3940   lr 0.0178   p 17.44   eps 0.1718   mix 0.4754   time 13.56
Epoch 645:  train loss 0.9440   train acc 0.5683   worst 0.3913   lr 0.0178   p 17.47   eps 0.1718   mix 0.4746   time 13.54
Epoch 646:  train loss 0.9413   train acc 0.5689   worst 0.3934   lr 0.0178   p 17.51   eps 0.1718   mix 0.4738   time 13.52
Epoch 647:  train loss 0.9362   train acc 0.5675   worst 0.3931   lr 0.0178   p 17.54   eps 0.1718   mix 0.4731   time 13.54
Epoch 648:  train loss 0.9403   train acc 0.5681   worst 0.3918   lr 0.0178   p 17.57   eps 0.1718   mix 0.4723   time 13.56
Epoch 649:  train loss 0.9406   train acc 0.5685   worst 0.3900   lr 0.0178   p 17.60   eps 0.1718   mix 0.4715   time 13.58
Epoch 650:  train loss 0.9381   train acc 0.5687   worst 0.3931   lr 0.0178   p 17.63   eps 0.1718   mix 0.4707   time 13.53
Epoch 651:  train loss 0.9346   train acc 0.5659   worst 0.3914   lr 0.0178   p 17.66   eps 0.1718   mix 0.4699   time 13.55
Epoch 652:  train loss 0.9374   train acc 0.5657   worst 0.3898   lr 0.0178   p 17.69   eps 0.1718   mix 0.4691   time 13.59
Epoch 653:  train loss 0.9336   train acc 0.5667   worst 0.3903   lr 0.0178   p 17.72   eps 0.1718   mix 0.4683   time 13.52
Epoch 654:  train loss 0.9344   train acc 0.5657   worst 0.3898   lr 0.0177   p 17.75   eps 0.1718   mix 0.4675   time 13.57
Epoch 655:  train loss 0.9353   train acc 0.5665   worst 0.3895   lr 0.0177   p 17.78   eps 0.1718   mix 0.4668   time 13.64
Epoch 656:  train loss 0.9365   train acc 0.5696   worst 0.3899   lr 0.0177   p 17.82   eps 0.1718   mix 0.4660   time 13.58
Epoch 657:  train loss 0.9288   train acc 0.5644   worst 0.3896   lr 0.0177   p 17.85   eps 0.1718   mix 0.4652   time 13.57
Epoch 658:  train loss 0.9290   train acc 0.5660   worst 0.3910   lr 0.0177   p 17.88   eps 0.1718   mix 0.4644   time 13.63
Epoch 659:  train loss 0.9312   train acc 0.5665   worst 0.3908   lr 0.0177   p 17.91   eps 0.1718   mix 0.4636   time 13.54
Epoch 660:  train loss 0.9347   train acc 0.5679   worst 0.3883   lr 0.0177   p 17.94   eps 0.1718   mix 0.4629   time 13.53
Epoch 661:  train loss 0.9318   train acc 0.5664   worst 0.3895   lr 0.0177   p 17.97   eps 0.1718   mix 0.4621   time 13.55
Epoch 662:  train loss 0.9301   train acc 0.5663   worst 0.3880   lr 0.0177   p 18.00   eps 0.1718   mix 0.4613   time 13.53
Epoch 663:  train loss 0.9241   train acc 0.5653   worst 0.3889   lr 0.0177   p 18.04   eps 0.1718   mix 0.4605   time 13.58
Epoch 664:  train loss 0.9278   train acc 0.5678   worst 0.3887   lr 0.0177   p 18.07   eps 0.1718   mix 0.4598   time 13.56
Epoch 665:  train loss 0.9253   train acc 0.5658   worst 0.3881   lr 0.0177   p 18.10   eps 0.1718   mix 0.4590   time 13.61
Epoch 666:  train loss 0.9275   train acc 0.5668   worst 0.3898   lr 0.0177   p 18.13   eps 0.1718   mix 0.4582   time 13.61
Epoch 667:  train loss 0.9315   train acc 0.5671   worst 0.3861   lr 0.0177   p 18.16   eps 0.1718   mix 0.4575   time 13.52
Epoch 668:  train loss 0.9220   train acc 0.5660   worst 0.3890   lr 0.0177   p 18.19   eps 0.1718   mix 0.4567   time 13.48
Epoch 669:  train loss 0.9247   train acc 0.5657   worst 0.3865   lr 0.0176   p 18.23   eps 0.1718   mix 0.4559   time 13.53
Epoch 670:  train loss 0.9238   train acc 0.5650   worst 0.3883   lr 0.0176   p 18.26   eps 0.1718   mix 0.4552   time 13.48
Epoch 671:  train loss 0.9197   train acc 0.5661   worst 0.3879   lr 0.0176   p 18.29   eps 0.1718   mix 0.4544   time 13.50
Epoch 672:  train loss 0.9237   train acc 0.5652   worst 0.3853   lr 0.0176   p 18.32   eps 0.1718   mix 0.4537   time 13.49
Epoch 673:  train loss 0.9187   train acc 0.5662   worst 0.3871   lr 0.0176   p 18.36   eps 0.1718   mix 0.4529   time 13.53
Epoch 674:  train loss 0.9192   train acc 0.5671   worst 0.3896   lr 0.0176   p 18.39   eps 0.1718   mix 0.4521   time 13.49
Epoch 675:  train loss 0.9169   train acc 0.5666   worst 0.3877   lr 0.0176   p 18.42   eps 0.1718   mix 0.4514   time 13.53
Epoch 676:  train loss 0.9205   train acc 0.5657   worst 0.3860   lr 0.0176   p 18.45   eps 0.1718   mix 0.4506   time 13.54
Epoch 677:  train loss 0.9141   train acc 0.5648   worst 0.3892   lr 0.0176   p 18.48   eps 0.1718   mix 0.4499   time 13.52
Epoch 678:  train loss 0.9162   train acc 0.5631   worst 0.3869   lr 0.0176   p 18.52   eps 0.1718   mix 0.4491   time 13.53
Epoch 679:  train loss 0.9116   train acc 0.5644   worst 0.3891   lr 0.0176   p 18.55   eps 0.1718   mix 0.4484   time 13.55
Epoch 680:  train loss 0.9116   train acc 0.5669   worst 0.3893   lr 0.0176   p 18.58   eps 0.1718   mix 0.4476   time 13.54
Epoch 681:  train loss 0.9184   train acc 0.5663   worst 0.3855   lr 0.0176   p 18.61   eps 0.1718   mix 0.4469   time 13.59
Epoch 682:  train loss 0.9108   train acc 0.5652   worst 0.3854   lr 0.0176   p 18.65   eps 0.1718   mix 0.4461   time 13.50
Epoch 683:  train loss 0.9190   train acc 0.5698   worst 0.3859   lr 0.0175   p 18.68   eps 0.1718   mix 0.4454   time 13.51
Epoch 684:  train loss 0.9152   train acc 0.5667   worst 0.3858   lr 0.0175   p 18.71   eps 0.1718   mix 0.4446   time 13.52
Epoch 685:  train loss 0.9098   train acc 0.5660   worst 0.3884   lr 0.0175   p 18.75   eps 0.1718   mix 0.4439   time 13.59
Epoch 686:  train loss 0.9095   train acc 0.5647   worst 0.3860   lr 0.0175   p 18.78   eps 0.1718   mix 0.4431   time 13.54
Epoch 687:  train loss 0.9130   train acc 0.5674   worst 0.3859   lr 0.0175   p 18.81   eps 0.1718   mix 0.4424   time 13.53
Epoch 688:  train loss 0.9089   train acc 0.5650   worst 0.3858   lr 0.0175   p 18.85   eps 0.1718   mix 0.4417   time 13.55
Epoch 689:  train loss 0.9025   train acc 0.5622   worst 0.3874   lr 0.0175   p 18.88   eps 0.1718   mix 0.4409   time 13.62
Epoch 690:  train loss 0.9044   train acc 0.5631   worst 0.3853   lr 0.0175   p 18.91   eps 0.1718   mix 0.4402   time 13.53
Epoch 691:  train loss 0.9033   train acc 0.5625   worst 0.3858   lr 0.0175   p 18.94   eps 0.1718   mix 0.4394   time 13.54
Epoch 692:  train loss 0.9061   train acc 0.5653   worst 0.3866   lr 0.0175   p 18.98   eps 0.1718   mix 0.4387   time 13.50
Epoch 693:  train loss 0.9087   train acc 0.5622   worst 0.3821   lr 0.0175   p 19.01   eps 0.1718   mix 0.4380   time 13.57
Epoch 694:  train loss 0.9037   train acc 0.5638   worst 0.3864   lr 0.0175   p 19.04   eps 0.1718   mix 0.4372   time 13.52
Epoch 695:  train loss 0.9038   train acc 0.5676   worst 0.3878   lr 0.0175   p 19.08   eps 0.1718   mix 0.4365   time 13.55
Epoch 696:  train loss 0.9064   train acc 0.5630   worst 0.3817   lr 0.0175   p 19.11   eps 0.1718   mix 0.4358   time 13.50
Epoch 697:  train loss 0.9033   train acc 0.5632   worst 0.3827   lr 0.0175   p 19.15   eps 0.1718   mix 0.4351   time 13.53
Epoch 698:  train loss 0.9006   train acc 0.5642   worst 0.3849   lr 0.0174   p 19.18   eps 0.1718   mix 0.4343   time 13.55
Epoch 699:  train loss 0.8989   train acc 0.5626   worst 0.3829   lr 0.0174   p 19.21   eps 0.1718   mix 0.4336   time 13.52
Epoch 700:  train loss 0.9012   train acc 0.5655   worst 0.3823   lr 0.0174   p 19.25   eps 0.1718   mix 0.4329   time 13.54
Epoch 701:  train loss 0.8962   train acc 0.5616   worst 0.3844   lr 0.0174   p 19.28   eps 0.1718   mix 0.4322   time 13.54
Epoch 702:  train loss 0.8995   train acc 0.5654   worst 0.3843   lr 0.0174   p 19.31   eps 0.1718   mix 0.4314   time 13.54
Epoch 703:  train loss 0.8965   train acc 0.5637   worst 0.3843   lr 0.0174   p 19.35   eps 0.1718   mix 0.4307   time 13.45
Epoch 704:  train loss 0.8944   train acc 0.5627   worst 0.3852   lr 0.0174   p 19.38   eps 0.1718   mix 0.4300   time 13.49
Epoch 705:  train loss 0.9018   train acc 0.5653   worst 0.3823   lr 0.0174   p 19.42   eps 0.1718   mix 0.4293   time 13.52
Epoch 706:  train loss 0.8990   train acc 0.5638   worst 0.3801   lr 0.0174   p 19.45   eps 0.1718   mix 0.4285   time 13.50
Epoch 707:  train loss 0.8961   train acc 0.5643   worst 0.3829   lr 0.0174   p 19.48   eps 0.1718   mix 0.4278   time 13.50
Epoch 708:  train loss 0.8922   train acc 0.5608   worst 0.3822   lr 0.0174   p 19.52   eps 0.1718   mix 0.4271   time 13.57
Epoch 709:  train loss 0.8931   train acc 0.5632   worst 0.3833   lr 0.0174   p 19.55   eps 0.1718   mix 0.4264   time 13.49
Epoch 710:  train loss 0.8908   train acc 0.5613   worst 0.3820   lr 0.0174   p 19.59   eps 0.1718   mix 0.4257   time 13.52
Epoch 711:  train loss 0.8915   train acc 0.5642   worst 0.3825   lr 0.0174   p 19.62   eps 0.1718   mix 0.4250   time 13.51
Epoch 712:  train loss 0.8907   train acc 0.5616   worst 0.3822   lr 0.0173   p 19.66   eps 0.1718   mix 0.4243   time 13.53
Epoch 713:  train loss 0.8924   train acc 0.5605   worst 0.3807   lr 0.0173   p 19.69   eps 0.1718   mix 0.4236   time 13.52
Epoch 714:  train loss 0.8924   train acc 0.5636   worst 0.3817   lr 0.0173   p 19.73   eps 0.1718   mix 0.4228   time 13.51
Epoch 715:  train loss 0.8861   train acc 0.5656   worst 0.3835   lr 0.0173   p 19.76   eps 0.1718   mix 0.4221   time 13.50
Epoch 716:  train loss 0.8881   train acc 0.5639   worst 0.3828   lr 0.0173   p 19.79   eps 0.1718   mix 0.4214   time 13.65
Epoch 717:  train loss 0.8880   train acc 0.5612   worst 0.3816   lr 0.0173   p 19.83   eps 0.1718   mix 0.4207   time 13.55
Epoch 718:  train loss 0.8938   train acc 0.5633   worst 0.3790   lr 0.0173   p 19.86   eps 0.1718   mix 0.4200   time 13.52
Epoch 719:  train loss 0.8849   train acc 0.5632   worst 0.3818   lr 0.0173   p 19.90   eps 0.1718   mix 0.4193   time 13.52
Epoch 720:  train loss 0.8887   train acc 0.5626   worst 0.3788   lr 0.0173   p 19.93   eps 0.1718   mix 0.4186   time 13.55
Epoch 721:  train loss 0.8843   train acc 0.5627   worst 0.3801   lr 0.0173   p 19.97   eps 0.1718   mix 0.4179   time 13.60
Epoch 722:  train loss 0.8870   train acc 0.5631   worst 0.3798   lr 0.0173   p 20.00   eps 0.1718   mix 0.4172   time 13.58
Epoch 723:  train loss 0.8797   train acc 0.5616   worst 0.3809   lr 0.0173   p 20.04   eps 0.1718   mix 0.4165   time 13.56
Epoch 724:  train loss 0.8830   train acc 0.5623   worst 0.3816   lr 0.0173   p 20.07   eps 0.1718   mix 0.4158   time 13.54
Epoch 725:  train loss 0.8841   train acc 0.5628   worst 0.3788   lr 0.0173   p 20.11   eps 0.1718   mix 0.4151   time 13.56
Epoch 726:  train loss 0.8845   train acc 0.5632   worst 0.3805   lr 0.0172   p 20.15   eps 0.1718   mix 0.4144   time 13.50
Epoch 727:  train loss 0.8796   train acc 0.5628   worst 0.3821   lr 0.0172   p 20.18   eps 0.1718   mix 0.4137   time 13.52
Epoch 728:  train loss 0.8819   train acc 0.5603   worst 0.3772   lr 0.0172   p 20.22   eps 0.1718   mix 0.4130   time 13.58
Epoch 729:  train loss 0.8781   train acc 0.5635   worst 0.3828   lr 0.0172   p 20.25   eps 0.1718   mix 0.4124   time 13.59
Epoch 730:  train loss 0.8822   train acc 0.5626   worst 0.3800   lr 0.0172   p 20.29   eps 0.1718   mix 0.4117   time 13.51
Epoch 731:  train loss 0.8796   train acc 0.5620   worst 0.3803   lr 0.0172   p 20.32   eps 0.1718   mix 0.4110   time 13.51
Epoch 732:  train loss 0.8775   train acc 0.5618   worst 0.3792   lr 0.0172   p 20.36   eps 0.1718   mix 0.4103   time 13.53
Epoch 733:  train loss 0.8755   train acc 0.5604   worst 0.3802   lr 0.0172   p 20.39   eps 0.1718   mix 0.4096   time 13.61
Epoch 734:  train loss 0.8760   train acc 0.5601   worst 0.3772   lr 0.0172   p 20.43   eps 0.1718   mix 0.4089   time 13.54
Epoch 735:  train loss 0.8764   train acc 0.5622   worst 0.3794   lr 0.0172   p 20.47   eps 0.1718   mix 0.4082   time 13.51
Epoch 736:  train loss 0.8707   train acc 0.5607   worst 0.3805   lr 0.0172   p 20.50   eps 0.1718   mix 0.4076   time 13.53
Epoch 737:  train loss 0.8718   train acc 0.5608   worst 0.3809   lr 0.0172   p 20.54   eps 0.1718   mix 0.4069   time 13.53
Epoch 738:  train loss 0.8718   train acc 0.5624   worst 0.3808   lr 0.0172   p 20.57   eps 0.1718   mix 0.4062   time 13.55
Epoch 739:  train loss 0.8724   train acc 0.5617   worst 0.3805   lr 0.0172   p 20.61   eps 0.1718   mix 0.4055   time 13.50
Epoch 740:  train loss 0.8666   train acc 0.5584   worst 0.3791   lr 0.0171   p 20.65   eps 0.1718   mix 0.4048   time 13.47
Epoch 741:  train loss 0.8733   train acc 0.5618   worst 0.3764   lr 0.0171   p 20.68   eps 0.1718   mix 0.4042   time 13.57
Epoch 742:  train loss 0.8699   train acc 0.5591   worst 0.3795   lr 0.0171   p 20.72   eps 0.1718   mix 0.4035   time 13.51
Epoch 743:  train loss 0.8740   train acc 0.5642   worst 0.3777   lr 0.0171   p 20.76   eps 0.1718   mix 0.4028   time 13.47
Epoch 744:  train loss 0.8680   train acc 0.5614   worst 0.3794   lr 0.0171   p 20.79   eps 0.1718   mix 0.4021   time 13.49
Epoch 745:  train loss 0.8699   train acc 0.5610   worst 0.3772   lr 0.0171   p 20.83   eps 0.1718   mix 0.4015   time 13.50
Epoch 746:  train loss 0.8718   train acc 0.5625   worst 0.3766   lr 0.0171   p 20.87   eps 0.1718   mix 0.4008   time 13.54
Epoch 747:  train loss 0.8655   train acc 0.5588   worst 0.3767   lr 0.0171   p 20.90   eps 0.1718   mix 0.4001   time 13.55
Epoch 748:  train loss 0.8633   train acc 0.5580   worst 0.3755   lr 0.0171   p 20.94   eps 0.1718   mix 0.3994   time 13.64
Epoch 749:  train loss 0.8660   train acc 0.5612   worst 0.3778   lr 0.0171   p 20.98   eps 0.1718   mix 0.3988   time 13.53
Epoch 750:  train loss 0.8634   train acc 0.5601   worst 0.3790   lr 0.0171   p 21.01   eps 0.1718   mix 0.3981   time 13.55
Epoch 751:  train loss 0.8617   train acc 0.5602   worst 0.3772   lr 0.0171   p 21.05   eps 0.1718   mix 0.3974   time 13.60
Epoch 752:  train loss 0.8654   train acc 0.5622   worst 0.3772   lr 0.0171   p 21.09   eps 0.1718   mix 0.3968   time 13.53
Epoch 753:  train loss 0.8655   train acc 0.5612   worst 0.3762   lr 0.0170   p 21.12   eps 0.1718   mix 0.3961   time 13.56
Epoch 754:  train loss 0.8612   train acc 0.5599   worst 0.3771   lr 0.0170   p 21.16   eps 0.1718   mix 0.3954   time 13.59
Epoch 755:  train loss 0.8606   train acc 0.5611   worst 0.3757   lr 0.0170   p 21.20   eps 0.1718   mix 0.3948   time 13.57
Epoch 756:  train loss 0.8592   train acc 0.5597   worst 0.3770   lr 0.0170   p 21.23   eps 0.1718   mix 0.3941   time 13.58
Epoch 757:  train loss 0.8612   train acc 0.5621   worst 0.3794   lr 0.0170   p 21.27   eps 0.1718   mix 0.3935   time 13.57
Epoch 758:  train loss 0.8552   train acc 0.5586   worst 0.3773   lr 0.0170   p 21.31   eps 0.1718   mix 0.3928   time 13.61
Epoch 759:  train loss 0.8614   train acc 0.5599   worst 0.3752   lr 0.0170   p 21.35   eps 0.1718   mix 0.3922   time 13.55
Epoch 760:  train loss 0.8577   train acc 0.5597   worst 0.3759   lr 0.0170   p 21.38   eps 0.1718   mix 0.3915   time 13.52
Epoch 761:  train loss 0.8551   train acc 0.5582   worst 0.3746   lr 0.0170   p 21.42   eps 0.1718   mix 0.3908   time 13.53
Epoch 762:  train loss 0.8562   train acc 0.5587   worst 0.3738   lr 0.0170   p 21.46   eps 0.1718   mix 0.3902   time 13.56
Epoch 763:  train loss 0.8551   train acc 0.5601   worst 0.3766   lr 0.0170   p 21.50   eps 0.1718   mix 0.3895   time 13.52
Epoch 764:  train loss 0.8553   train acc 0.5588   worst 0.3747   lr 0.0170   p 21.54   eps 0.1718   mix 0.3889   time 13.51
Epoch 765:  train loss 0.8590   train acc 0.5594   worst 0.3740   lr 0.0170   p 21.57   eps 0.1718   mix 0.3882   time 13.53
Epoch 766:  train loss 0.8559   train acc 0.5614   worst 0.3741   lr 0.0170   p 21.61   eps 0.1718   mix 0.3876   time 13.56
Epoch 767:  train loss 0.8515   train acc 0.5605   worst 0.3768   lr 0.0169   p 21.65   eps 0.1718   mix 0.3869   time 13.58
Epoch 768:  train loss 0.8487   train acc 0.5600   worst 0.3763   lr 0.0169   p 21.69   eps 0.1718   mix 0.3863   time 13.58
Epoch 769:  train loss 0.8507   train acc 0.5622   worst 0.3764   lr 0.0169   p 21.72   eps 0.1718   mix 0.3856   time 13.55
Epoch 770:  train loss 0.8536   train acc 0.5611   worst 0.3743   lr 0.0169   p 21.76   eps 0.1718   mix 0.3850   time 13.49
Epoch 771:  train loss 0.8510   train acc 0.5604   worst 0.3742   lr 0.0169   p 21.80   eps 0.1718   mix 0.3844   time 13.51
Epoch 772:  train loss 0.8522   train acc 0.5601   worst 0.3734   lr 0.0169   p 21.84   eps 0.1718   mix 0.3837   time 13.50
Epoch 773:  train loss 0.8495   train acc 0.5572   worst 0.3721   lr 0.0169   p 21.88   eps 0.1718   mix 0.3831   time 13.53
Epoch 774:  train loss 0.8487   train acc 0.5598   worst 0.3750   lr 0.0169   p 21.92   eps 0.1718   mix 0.3824   time 13.47
Epoch 775:  train loss 0.8430   train acc 0.5563   worst 0.3737   lr 0.0169   p 21.96   eps 0.1718   mix 0.3818   time 13.50
Epoch 776:  train loss 0.8469   train acc 0.5590   worst 0.3750   lr 0.0169   p 21.99   eps 0.1718   mix 0.3811   time 13.46
Epoch 777:  train loss 0.8494   train acc 0.5584   worst 0.3716   lr 0.0169   p 22.03   eps 0.1718   mix 0.3805   time 13.50
Epoch 778:  train loss 0.8451   train acc 0.5573   worst 0.3745   lr 0.0169   p 22.07   eps 0.1718   mix 0.3799   time 13.55
Epoch 779:  train loss 0.8435   train acc 0.5587   worst 0.3755   lr 0.0169   p 22.11   eps 0.1718   mix 0.3792   time 13.44
Epoch 780:  train loss 0.8453   train acc 0.5594   worst 0.3729   lr 0.0168   p 22.15   eps 0.1718   mix 0.3786   time 13.50
Epoch 781:  train loss 0.8470   train acc 0.5583   worst 0.3709   lr 0.0168   p 22.19   eps 0.1718   mix 0.3780   time 13.58
Epoch 782:  train loss 0.8429   train acc 0.5570   worst 0.3722   lr 0.0168   p 22.23   eps 0.1718   mix 0.3773   time 13.50
Epoch 783:  train loss 0.8443   train acc 0.5573   worst 0.3706   lr 0.0168   p 22.27   eps 0.1718   mix 0.3767   time 13.57
Epoch 784:  train loss 0.8420   train acc 0.5583   worst 0.3735   lr 0.0168   p 22.30   eps 0.1718   mix 0.3761   time 13.57
Epoch 785:  train loss 0.8401   train acc 0.5584   worst 0.3734   lr 0.0168   p 22.34   eps 0.1718   mix 0.3754   time 13.55
Epoch 786:  train loss 0.8413   train acc 0.5575   worst 0.3717   lr 0.0168   p 22.38   eps 0.1718   mix 0.3748   time 13.57
Epoch 787:  train loss 0.8390   train acc 0.5574   worst 0.3716   lr 0.0168   p 22.42   eps 0.1718   mix 0.3742   time 13.57
Epoch 788:  train loss 0.8395   train acc 0.5566   worst 0.3708   lr 0.0168   p 22.46   eps 0.1718   mix 0.3736   time 13.52
Epoch 789:  train loss 0.8361   train acc 0.5568   worst 0.3730   lr 0.0168   p 22.50   eps 0.1718   mix 0.3729   time 13.57
Epoch 790:  train loss 0.8389   train acc 0.5574   worst 0.3724   lr 0.0168   p 22.54   eps 0.1718   mix 0.3723   time 13.51
Epoch 791:  train loss 0.8374   train acc 0.5585   worst 0.3728   lr 0.0168   p 22.58   eps 0.1718   mix 0.3717   time 13.57
Epoch 792:  train loss 0.8344   train acc 0.5589   worst 0.3738   lr 0.0168   p 22.62   eps 0.1718   mix 0.3711   time 13.63
Epoch 793:  train loss 0.8362   train acc 0.5582   worst 0.3707   lr 0.0167   p 22.66   eps 0.1718   mix 0.3704   time 13.61
Epoch 794:  train loss 0.8326   train acc 0.5553   worst 0.3702   lr 0.0167   p 22.70   eps 0.1718   mix 0.3698   time 13.55
Epoch 795:  train loss 0.8304   train acc 0.5557   worst 0.3722   lr 0.0167   p 22.74   eps 0.1718   mix 0.3692   time 13.59
