dataset = CIFAR10
model = SortHybridModel(depth=7,width=5120,hidden=512,scalar=True,dropout=0.6)
loss = ce_hinge(lam0=1.0,lam_end=0.01)
p_start = 8.0
p_end = 1000.0
eps_train = 0.03451
eps_test = 0.03137
eps_smooth = 0.4
epochs = 0,500,200,2950,3000
decays = None
batch_size = 512
lr = 0.02
wd = 0.02
beta1 = 0.9
beta2 = 0.99
epsilon = 1e-10
start_epoch = 0
checkpoint = None
gpu = 3
dist_url = tcp://localhost:23456
world_size = 1
rank = 0
print_freq = 200
result_dir = result
filter_name = 
seed = 2021
visualize = False
Compose(
    RandomCrop(size=(32, 32), padding=3)
    RandomHorizontalFlip(p=0.5)
    ToTensor()
    Normalize(mean=[0.4914 0.4822 0.4465], std=[0.2009, 0.2009, 0.2009])
)
SortHybridModel(
  (fc_dist): BoundSequential(
    (0): NormDist(
      in_features=3072, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (1): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (2): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (3): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (4): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
  )
  (fc_linear): BoundSequential(
    (0): BoundLinear(in_features=5120, out_features=512, bias=True)
    (1): BoundTanh()
  )
  (fc_final): BoundFinalLinear(in_features=512, out_features=10, bias=True)
)
number of params:  123213323
Epoch 1761:  train loss 0.4490   train acc 0.5305   worst 0.3518   lr 0.0073   p 123.99   eps 0.1718   mix 0.0732   time 13.42
Epoch 1762:  train loss 0.4502   train acc 0.5288   worst 0.3498   lr 0.0073   p 124.20   eps 0.1718   mix 0.0731   time 13.34
Epoch 1763:  train loss 0.4466   train acc 0.5295   worst 0.3514   lr 0.0073   p 124.42   eps 0.1718   mix 0.0730   time 13.36
Epoch 1764:  train loss 0.4448   train acc 0.5287   worst 0.3525   lr 0.0073   p 124.64   eps 0.1718   mix 0.0729   time 13.38
Epoch 1765:  train loss 0.4460   train acc 0.5318   worst 0.3566   lr 0.0073   p 124.86   eps 0.1718   mix 0.0727   time 13.35
Epoch 1766:  train loss 0.4449   train acc 0.5325   worst 0.3546   lr 0.0073   p 125.08   eps 0.1718   mix 0.0726   time 13.35
Epoch 1767:  train loss 0.4505   train acc 0.5327   worst 0.3533   lr 0.0072   p 125.30   eps 0.1718   mix 0.0725   time 13.38
Epoch 1768:  train loss 0.4423   train acc 0.5292   worst 0.3541   lr 0.0072   p 125.52   eps 0.1718   mix 0.0724   time 13.33
Epoch 1769:  train loss 0.4419   train acc 0.5288   worst 0.3527   lr 0.0072   p 125.74   eps 0.1718   mix 0.0723   time 13.29
Epoch 1770:  train loss 0.4447   train acc 0.5300   worst 0.3543   lr 0.0072   p 125.96   eps 0.1718   mix 0.0721   time 13.31
Epoch 1771:  train loss 0.4479   train acc 0.5306   worst 0.3507   lr 0.0072   p 126.18   eps 0.1718   mix 0.0720   time 13.32
Epoch 1772:  train loss 0.4432   train acc 0.5300   worst 0.3520   lr 0.0072   p 126.40   eps 0.1718   mix 0.0719   time 13.31
Epoch 1773:  train loss 0.4448   train acc 0.5301   worst 0.3525   lr 0.0072   p 126.63   eps 0.1718   mix 0.0718   time 13.35
Epoch 1774:  train loss 0.4461   train acc 0.5309   worst 0.3520   lr 0.0072   p 126.85   eps 0.1718   mix 0.0717   time 13.35
Epoch 1775:  train loss 0.4447   train acc 0.5314   worst 0.3526   lr 0.0072   p 127.07   eps 0.1718   mix 0.0715   time 13.38
Epoch 1776:  train loss 0.4392   train acc 0.5292   worst 0.3552   lr 0.0071   p 127.29   eps 0.1718   mix 0.0714   time 13.38
Epoch 1777:  train loss 0.4440   train acc 0.5311   worst 0.3536   lr 0.0071   p 127.52   eps 0.1718   mix 0.0713   time 13.34
Epoch 1778:  train loss 0.4434   train acc 0.5317   worst 0.3545   lr 0.0071   p 127.74   eps 0.1718   mix 0.0712   time 13.39
Epoch 1779:  train loss 0.4454   train acc 0.5322   worst 0.3537   lr 0.0071   p 127.97   eps 0.1718   mix 0.0711   time 13.47
Epoch 1780:  train loss 0.4458   train acc 0.5321   worst 0.3503   lr 0.0071   p 128.19   eps 0.1718   mix 0.0709   time 13.35
Epoch 1781:  train loss 0.4381   train acc 0.5288   worst 0.3547   lr 0.0071   p 128.42   eps 0.1718   mix 0.0708   time 13.44
Epoch 1782:  train loss 0.4442   train acc 0.5309   worst 0.3511   lr 0.0071   p 128.64   eps 0.1718   mix 0.0707   time 13.40
Epoch 1783:  train loss 0.4448   train acc 0.5296   worst 0.3511   lr 0.0071   p 128.87   eps 0.1718   mix 0.0706   time 13.36
Epoch 1784:  train loss 0.4485   train acc 0.5339   worst 0.3530   lr 0.0071   p 129.10   eps 0.1718   mix 0.0705   time 13.35
Epoch 1785:  train loss 0.4437   train acc 0.5327   worst 0.3543   lr 0.0071   p 129.32   eps 0.1718   mix 0.0704   time 13.40
Epoch 1786:  train loss 0.4428   train acc 0.5310   worst 0.3540   lr 0.0070   p 129.55   eps 0.1718   mix 0.0702   time 13.38
Epoch 1787:  train loss 0.4400   train acc 0.5289   worst 0.3511   lr 0.0070   p 129.78   eps 0.1718   mix 0.0701   time 13.41
Epoch 1788:  train loss 0.4401   train acc 0.5294   worst 0.3530   lr 0.0070   p 130.01   eps 0.1718   mix 0.0700   time 13.37
Epoch 1789:  train loss 0.4402   train acc 0.5314   worst 0.3540   lr 0.0070   p 130.23   eps 0.1718   mix 0.0699   time 13.40
Epoch 1790:  train loss 0.4391   train acc 0.5301   worst 0.3549   lr 0.0070   p 130.46   eps 0.1718   mix 0.0698   time 13.38
Epoch 1791:  train loss 0.4385   train acc 0.5294   worst 0.3542   lr 0.0070   p 130.69   eps 0.1718   mix 0.0696   time 13.37
Epoch 1792:  train loss 0.4402   train acc 0.5316   worst 0.3545   lr 0.0070   p 130.92   eps 0.1718   mix 0.0695   time 13.39
Epoch 1793:  train loss 0.4390   train acc 0.5291   worst 0.3531   lr 0.0070   p 131.15   eps 0.1718   mix 0.0694   time 13.30
Epoch 1794:  train loss 0.4434   train acc 0.5317   worst 0.3537   lr 0.0070   p 131.38   eps 0.1718   mix 0.0693   time 13.26
Epoch 1795:  train loss 0.4413   train acc 0.5292   worst 0.3520   lr 0.0070   p 131.61   eps 0.1718   mix 0.0692   time 13.35
Epoch 1796:  train loss 0.4380   train acc 0.5303   worst 0.3540   lr 0.0069   p 131.84   eps 0.1718   mix 0.0691   time 13.32
Epoch 1797:  train loss 0.4419   train acc 0.5286   worst 0.3519   lr 0.0069   p 132.08   eps 0.1718   mix 0.0690   time 13.32
Epoch 1798:  train loss 0.4354   train acc 0.5281   worst 0.3533   lr 0.0069   p 132.31   eps 0.1718   mix 0.0688   time 13.35
Epoch 1799:  train loss 0.4423   train acc 0.5303   worst 0.3534   lr 0.0069   p 132.54   eps 0.1718   mix 0.0687   time 13.33
Epoch 1800:  train loss 0.4383   train acc 0.5297   worst 0.3535   lr 0.0069   p 132.77   eps 0.1718   mix 0.0686   time 13.31
Epoch 1801:  train loss 0.4341   train acc 0.5295   worst 0.3567   lr 0.0069   p 133.01   eps 0.1718   mix 0.0685   time 13.33
Epoch 1802:  train loss 0.4369   train acc 0.5257   worst 0.3531   lr 0.0069   p 133.24   eps 0.1718   mix 0.0684   time 13.36
Epoch 1803:  train loss 0.4418   train acc 0.5315   worst 0.3525   lr 0.0069   p 133.47   eps 0.1718   mix 0.0683   time 13.39
Epoch 1804:  train loss 0.4387   train acc 0.5300   worst 0.3532   lr 0.0069   p 133.71   eps 0.1718   mix 0.0681   time 13.30
Epoch 1805:  train loss 0.4406   train acc 0.5317   worst 0.3551   lr 0.0069   p 133.94   eps 0.1718   mix 0.0680   time 13.35
Epoch 1806:  train loss 0.4372   train acc 0.5289   worst 0.3525   lr 0.0069   p 134.18   eps 0.1718   mix 0.0679   time 13.30
Epoch 1807:  train loss 0.4393   train acc 0.5283   worst 0.3528   lr 0.0068   p 134.42   eps 0.1718   mix 0.0678   time 13.30
Epoch 1808:  train loss 0.4399   train acc 0.5310   worst 0.3531   lr 0.0068   p 134.65   eps 0.1718   mix 0.0677   time 13.31
Epoch 1809:  train loss 0.4371   train acc 0.5309   worst 0.3552   lr 0.0068   p 134.89   eps 0.1718   mix 0.0676   time 13.39
Epoch 1810:  train loss 0.4376   train acc 0.5299   worst 0.3526   lr 0.0068   p 135.12   eps 0.1718   mix 0.0675   time 13.29
Epoch 1811:  train loss 0.4406   train acc 0.5309   worst 0.3534   lr 0.0068   p 135.36   eps 0.1718   mix 0.0674   time 13.32
Epoch 1812:  train loss 0.4348   train acc 0.5272   worst 0.3523   lr 0.0068   p 135.60   eps 0.1718   mix 0.0672   time 13.36
Epoch 1813:  train loss 0.4368   train acc 0.5307   worst 0.3544   lr 0.0068   p 135.84   eps 0.1718   mix 0.0671   time 13.36
Epoch 1814:  train loss 0.4374   train acc 0.5306   worst 0.3536   lr 0.0068   p 136.08   eps 0.1718   mix 0.0670   time 13.33
Epoch 1815:  train loss 0.4409   train acc 0.5318   worst 0.3526   lr 0.0068   p 136.32   eps 0.1718   mix 0.0669   time 13.36
Epoch 1816:  train loss 0.4380   train acc 0.5305   worst 0.3520   lr 0.0068   p 136.56   eps 0.1718   mix 0.0668   time 13.35
Epoch 1817:  train loss 0.4370   train acc 0.5322   worst 0.3536   lr 0.0067   p 136.80   eps 0.1718   mix 0.0667   time 13.40
Epoch 1818:  train loss 0.4378   train acc 0.5322   worst 0.3535   lr 0.0067   p 137.04   eps 0.1718   mix 0.0666   time 13.34
Epoch 1819:  train loss 0.4364   train acc 0.5301   worst 0.3533   lr 0.0067   p 137.28   eps 0.1718   mix 0.0665   time 13.37
Epoch 1820:  train loss 0.4435   train acc 0.5344   worst 0.3518   lr 0.0067   p 137.52   eps 0.1718   mix 0.0663   time 13.35
Epoch 1821:  train loss 0.4339   train acc 0.5300   worst 0.3554   lr 0.0067   p 137.76   eps 0.1718   mix 0.0662   time 13.36
Epoch 1822:  train loss 0.4347   train acc 0.5303   worst 0.3546   lr 0.0067   p 138.00   eps 0.1718   mix 0.0661   time 13.42
Epoch 1823:  train loss 0.4326   train acc 0.5295   worst 0.3534   lr 0.0067   p 138.24   eps 0.1718   mix 0.0660   time 13.43
Epoch 1824:  train loss 0.4370   train acc 0.5314   worst 0.3535   lr 0.0067   p 138.49   eps 0.1718   mix 0.0659   time 13.39
Epoch 1825:  train loss 0.4357   train acc 0.5306   worst 0.3531   lr 0.0067   p 138.73   eps 0.1718   mix 0.0658   time 13.38
Epoch 1826:  train loss 0.4357   train acc 0.5301   worst 0.3526   lr 0.0067   p 138.97   eps 0.1718   mix 0.0657   time 13.37
Epoch 1827:  train loss 0.4357   train acc 0.5321   worst 0.3554   lr 0.0066   p 139.22   eps 0.1718   mix 0.0656   time 13.36
Epoch 1828:  train loss 0.4389   train acc 0.5329   worst 0.3540   lr 0.0066   p 139.46   eps 0.1718   mix 0.0655   time 13.40
Epoch 1829:  train loss 0.4365   train acc 0.5316   worst 0.3525   lr 0.0066   p 139.71   eps 0.1718   mix 0.0654   time 13.38
Epoch 1830:  train loss 0.4384   train acc 0.5332   worst 0.3528   lr 0.0066   p 139.95   eps 0.1718   mix 0.0652   time 13.34
Epoch 1831:  train loss 0.4360   train acc 0.5319   worst 0.3537   lr 0.0066   p 140.20   eps 0.1718   mix 0.0651   time 13.38
Epoch 1832:  train loss 0.4353   train acc 0.5327   worst 0.3546   lr 0.0066   p 140.45   eps 0.1718   mix 0.0650   time 13.45
Epoch 1833:  train loss 0.4338   train acc 0.5308   worst 0.3542   lr 0.0066   p 140.69   eps 0.1718   mix 0.0649   time 13.35
Epoch 1834:  train loss 0.4350   train acc 0.5306   worst 0.3528   lr 0.0066   p 140.94   eps 0.1718   mix 0.0648   time 13.54
Epoch 1835:  train loss 0.4386   train acc 0.5345   worst 0.3540   lr 0.0066   p 141.19   eps 0.1718   mix 0.0647   time 13.32
Epoch 1836:  train loss 0.4391   train acc 0.5323   worst 0.3521   lr 0.0066   p 141.44   eps 0.1718   mix 0.0646   time 13.38
Epoch 1837:  train loss 0.4359   train acc 0.5315   worst 0.3523   lr 0.0065   p 141.68   eps 0.1718   mix 0.0645   time 13.37
Epoch 1838:  train loss 0.4359   train acc 0.5312   worst 0.3527   lr 0.0065   p 141.93   eps 0.1718   mix 0.0644   time 13.40
Epoch 1839:  train loss 0.4297   train acc 0.5291   worst 0.3551   lr 0.0065   p 142.18   eps 0.1718   mix 0.0643   time 13.33
Epoch 1840:  train loss 0.4361   train acc 0.5330   worst 0.3539   lr 0.0065   p 142.43   eps 0.1718   mix 0.0642   time 13.27
Epoch 1841:  train loss 0.4325   train acc 0.5296   worst 0.3546   lr 0.0065   p 142.68   eps 0.1718   mix 0.0641   time 13.31
Epoch 1842:  train loss 0.4348   train acc 0.5316   worst 0.3530   lr 0.0065   p 142.93   eps 0.1718   mix 0.0639   time 13.31
Epoch 1843:  train loss 0.4313   train acc 0.5302   worst 0.3538   lr 0.0065   p 143.19   eps 0.1718   mix 0.0638   time 13.33
Epoch 1844:  train loss 0.4310   train acc 0.5315   worst 0.3549   lr 0.0065   p 143.44   eps 0.1718   mix 0.0637   time 13.27
Epoch 1845:  train loss 0.4330   train acc 0.5312   worst 0.3548   lr 0.0065   p 143.69   eps 0.1718   mix 0.0636   time 13.28
Epoch 1846:  train loss 0.4307   train acc 0.5294   worst 0.3535   lr 0.0065   p 143.94   eps 0.1718   mix 0.0635   time 13.33
Epoch 1847:  train loss 0.4319   train acc 0.5316   worst 0.3556   lr 0.0064   p 144.19   eps 0.1718   mix 0.0634   time 13.38
Epoch 1848:  train loss 0.4302   train acc 0.5291   worst 0.3524   lr 0.0064   p 144.45   eps 0.1718   mix 0.0633   time 13.30
Epoch 1849:  train loss 0.4305   train acc 0.5308   worst 0.3559   lr 0.0064   p 144.70   eps 0.1718   mix 0.0632   time 13.34
Preparing for testing (updating running mean)
Calculating metrics for SortNet on training set
Epoch 1849:  clean acc 0.5375   certified acc 0.3783   time 48.62
Calculating metrics for SortNet on test set
Epoch 1849:  clean acc 0.5271   certified acc 0.3748   time 9.24
Epoch 1850:  train loss 0.4326   train acc 0.5317   worst 0.3562   lr 0.0064   p 144.96   eps 0.1718   mix 0.0631   time 13.37
Epoch 1851:  train loss 0.4348   train acc 0.5322   worst 0.3533   lr 0.0064   p 145.21   eps 0.1718   mix 0.0630   time 13.35
Epoch 1852:  train loss 0.4280   train acc 0.5310   worst 0.3559   lr 0.0064   p 145.47   eps 0.1718   mix 0.0629   time 13.39
Epoch 1853:  train loss 0.4319   train acc 0.5318   worst 0.3545   lr 0.0064   p 145.72   eps 0.1718   mix 0.0628   time 13.44
Epoch 1854:  train loss 0.4324   train acc 0.5313   worst 0.3547   lr 0.0064   p 145.98   eps 0.1718   mix 0.0627   time 13.43
Epoch 1855:  train loss 0.4271   train acc 0.5301   worst 0.3563   lr 0.0064   p 146.23   eps 0.1718   mix 0.0626   time 13.42
Epoch 1856:  train loss 0.4380   train acc 0.5352   worst 0.3530   lr 0.0064   p 146.49   eps 0.1718   mix 0.0625   time 13.40
Epoch 1857:  train loss 0.4315   train acc 0.5328   worst 0.3561   lr 0.0063   p 146.75   eps 0.1718   mix 0.0624   time 13.36
Epoch 1858:  train loss 0.4288   train acc 0.5309   worst 0.3569   lr 0.0063   p 147.01   eps 0.1718   mix 0.0623   time 13.38
Epoch 1859:  train loss 0.4304   train acc 0.5339   worst 0.3573   lr 0.0063   p 147.26   eps 0.1718   mix 0.0622   time 13.37
Epoch 1860:  train loss 0.4348   train acc 0.5329   worst 0.3540   lr 0.0063   p 147.52   eps 0.1718   mix 0.0620   time 13.33
Epoch 1861:  train loss 0.4328   train acc 0.5322   worst 0.3540   lr 0.0063   p 147.78   eps 0.1718   mix 0.0619   time 13.36
Epoch 1862:  train loss 0.4313   train acc 0.5317   worst 0.3546   lr 0.0063   p 148.04   eps 0.1718   mix 0.0618   time 13.38
Epoch 1863:  train loss 0.4311   train acc 0.5320   worst 0.3546   lr 0.0063   p 148.30   eps 0.1718   mix 0.0617   time 13.40
Epoch 1864:  train loss 0.4296   train acc 0.5329   worst 0.3551   lr 0.0063   p 148.56   eps 0.1718   mix 0.0616   time 13.36
Epoch 1865:  train loss 0.4288   train acc 0.5329   worst 0.3564   lr 0.0063   p 148.82   eps 0.1718   mix 0.0615   time 13.42
Epoch 1866:  train loss 0.4279   train acc 0.5309   worst 0.3563   lr 0.0063   p 149.09   eps 0.1718   mix 0.0614   time 13.37
Epoch 1867:  train loss 0.4263   train acc 0.5302   worst 0.3561   lr 0.0063   p 149.35   eps 0.1718   mix 0.0613   time 13.41
Epoch 1868:  train loss 0.4285   train acc 0.5330   worst 0.3567   lr 0.0062   p 149.61   eps 0.1718   mix 0.0612   time 13.38
Epoch 1869:  train loss 0.4285   train acc 0.5303   worst 0.3552   lr 0.0062   p 149.87   eps 0.1718   mix 0.0611   time 13.30
Epoch 1870:  train loss 0.4275   train acc 0.5302   worst 0.3552   lr 0.0062   p 150.14   eps 0.1718   mix 0.0610   time 13.31
Epoch 1871:  train loss 0.4333   train acc 0.5339   worst 0.3539   lr 0.0062   p 150.40   eps 0.1718   mix 0.0609   time 13.41
Epoch 1872:  train loss 0.4314   train acc 0.5312   worst 0.3522   lr 0.0062   p 150.66   eps 0.1718   mix 0.0608   time 13.35
Epoch 1873:  train loss 0.4312   train acc 0.5334   worst 0.3541   lr 0.0062   p 150.93   eps 0.1718   mix 0.0607   time 13.32
Epoch 1874:  train loss 0.4286   train acc 0.5342   worst 0.3575   lr 0.0062   p 151.19   eps 0.1718   mix 0.0606   time 13.35
Epoch 1875:  train loss 0.4286   train acc 0.5318   worst 0.3552   lr 0.0062   p 151.46   eps 0.1718   mix 0.0605   time 13.39
Epoch 1876:  train loss 0.4315   train acc 0.5339   worst 0.3542   lr 0.0062   p 151.73   eps 0.1718   mix 0.0604   time 13.33
Epoch 1877:  train loss 0.4292   train acc 0.5336   worst 0.3575   lr 0.0062   p 151.99   eps 0.1718   mix 0.0603   time 13.40
Epoch 1878:  train loss 0.4304   train acc 0.5337   worst 0.3550   lr 0.0061   p 152.26   eps 0.1718   mix 0.0602   time 13.33
Epoch 1879:  train loss 0.4289   train acc 0.5329   worst 0.3544   lr 0.0061   p 152.53   eps 0.1718   mix 0.0601   time 13.38
Epoch 1880:  train loss 0.4287   train acc 0.5328   worst 0.3536   lr 0.0061   p 152.80   eps 0.1718   mix 0.0600   time 13.34
Epoch 1881:  train loss 0.4304   train acc 0.5335   worst 0.3541   lr 0.0061   p 153.06   eps 0.1718   mix 0.0599   time 13.35
Epoch 1882:  train loss 0.4304   train acc 0.5323   worst 0.3531   lr 0.0061   p 153.33   eps 0.1718   mix 0.0598   time 13.32
Epoch 1883:  train loss 0.4254   train acc 0.5314   worst 0.3536   lr 0.0061   p 153.60   eps 0.1718   mix 0.0597   time 13.36
Epoch 1884:  train loss 0.4306   train acc 0.5349   worst 0.3558   lr 0.0061   p 153.87   eps 0.1718   mix 0.0596   time 13.52
Epoch 1885:  train loss 0.4270   train acc 0.5327   worst 0.3569   lr 0.0061   p 154.14   eps 0.1718   mix 0.0595   time 13.36
Epoch 1886:  train loss 0.4277   train acc 0.5307   worst 0.3541   lr 0.0061   p 154.41   eps 0.1718   mix 0.0594   time 13.44
Epoch 1887:  train loss 0.4247   train acc 0.5328   worst 0.3567   lr 0.0061   p 154.69   eps 0.1718   mix 0.0593   time 13.42
Epoch 1888:  train loss 0.4259   train acc 0.5316   worst 0.3556   lr 0.0060   p 154.96   eps 0.1718   mix 0.0592   time 13.38
Epoch 1889:  train loss 0.4272   train acc 0.5336   worst 0.3563   lr 0.0060   p 155.23   eps 0.1718   mix 0.0591   time 13.38
Epoch 1890:  train loss 0.4249   train acc 0.5320   worst 0.3557   lr 0.0060   p 155.50   eps 0.1718   mix 0.0590   time 13.36
Epoch 1891:  train loss 0.4226   train acc 0.5307   worst 0.3558   lr 0.0060   p 155.78   eps 0.1718   mix 0.0589   time 13.34
Epoch 1892:  train loss 0.4251   train acc 0.5315   worst 0.3559   lr 0.0060   p 156.05   eps 0.1718   mix 0.0588   time 13.36
Epoch 1893:  train loss 0.4268   train acc 0.5332   worst 0.3559   lr 0.0060   p 156.32   eps 0.1718   mix 0.0587   time 13.38
Epoch 1894:  train loss 0.4218   train acc 0.5312   worst 0.3584   lr 0.0060   p 156.60   eps 0.1718   mix 0.0586   time 13.40
Epoch 1895:  train loss 0.4212   train acc 0.5305   worst 0.3568   lr 0.0060   p 156.87   eps 0.1718   mix 0.0585   time 13.35
Epoch 1896:  train loss 0.4252   train acc 0.5322   worst 0.3551   lr 0.0060   p 157.15   eps 0.1718   mix 0.0584   time 13.41
Epoch 1897:  train loss 0.4285   train acc 0.5348   worst 0.3550   lr 0.0060   p 157.43   eps 0.1718   mix 0.0583   time 13.39
Epoch 1898:  train loss 0.4236   train acc 0.5320   worst 0.3554   lr 0.0060   p 157.70   eps 0.1718   mix 0.0582   time 13.42
Epoch 1899:  train loss 0.4197   train acc 0.5300   worst 0.3562   lr 0.0059   p 157.98   eps 0.1718   mix 0.0581   time 13.40
Preparing for testing (updating running mean)
Calculating metrics for SortNet on training set
Epoch 1899:  clean acc 0.5384   certified acc 0.3800   time 48.58
Calculating metrics for SortNet on test set
Epoch 1899:  clean acc 0.5312   certified acc 0.3744   time 9.15
Epoch 1900:  train loss 0.4252   train acc 0.5322   worst 0.3548   lr 0.0059   p 158.26   eps 0.1718   mix 0.0580   time 13.37
Epoch 1901:  train loss 0.4289   train acc 0.5353   worst 0.3566   lr 0.0059   p 158.53   eps 0.1718   mix 0.0579   time 13.38
Epoch 1902:  train loss 0.4237   train acc 0.5326   worst 0.3563   lr 0.0059   p 158.81   eps 0.1718   mix 0.0578   time 13.37
Epoch 1903:  train loss 0.4231   train acc 0.5306   worst 0.3548   lr 0.0059   p 159.09   eps 0.1718   mix 0.0577   time 13.36
Epoch 1904:  train loss 0.4249   train acc 0.5325   worst 0.3568   lr 0.0059   p 159.37   eps 0.1718   mix 0.0576   time 13.31
Epoch 1905:  train loss 0.4258   train acc 0.5323   worst 0.3548   lr 0.0059   p 159.65   eps 0.1718   mix 0.0575   time 13.37
Epoch 1906:  train loss 0.4214   train acc 0.5310   worst 0.3568   lr 0.0059   p 159.93   eps 0.1718   mix 0.0574   time 13.37
Epoch 1907:  train loss 0.4209   train acc 0.5309   worst 0.3557   lr 0.0059   p 160.21   eps 0.1718   mix 0.0574   time 13.48
Epoch 1908:  train loss 0.4246   train acc 0.5339   worst 0.3580   lr 0.0059   p 160.50   eps 0.1718   mix 0.0573   time 13.41
Epoch 1909:  train loss 0.4233   train acc 0.5324   worst 0.3539   lr 0.0058   p 160.78   eps 0.1718   mix 0.0572   time 13.35
Epoch 1910:  train loss 0.4250   train acc 0.5345   worst 0.3561   lr 0.0058   p 161.06   eps 0.1718   mix 0.0571   time 13.36
Epoch 1911:  train loss 0.4245   train acc 0.5346   worst 0.3571   lr 0.0058   p 161.34   eps 0.1718   mix 0.0570   time 13.39
Epoch 1912:  train loss 0.4193   train acc 0.5301   worst 0.3541   lr 0.0058   p 161.63   eps 0.1718   mix 0.0569   time 13.39
Epoch 1913:  train loss 0.4218   train acc 0.5304   worst 0.3533   lr 0.0058   p 161.91   eps 0.1718   mix 0.0568   time 13.41
Epoch 1914:  train loss 0.4229   train acc 0.5327   worst 0.3559   lr 0.0058   p 162.19   eps 0.1718   mix 0.0567   time 13.41
Epoch 1915:  train loss 0.4218   train acc 0.5305   worst 0.3560   lr 0.0058   p 162.48   eps 0.1718   mix 0.0566   time 13.37
Epoch 1916:  train loss 0.4233   train acc 0.5329   worst 0.3572   lr 0.0058   p 162.77   eps 0.1718   mix 0.0565   time 13.38
Epoch 1917:  train loss 0.4242   train acc 0.5338   worst 0.3564   lr 0.0058   p 163.05   eps 0.1718   mix 0.0564   time 13.45
Epoch 1918:  train loss 0.4230   train acc 0.5335   worst 0.3558   lr 0.0058   p 163.34   eps 0.1718   mix 0.0563   time 13.39
Epoch 1919:  train loss 0.4200   train acc 0.5317   worst 0.3556   lr 0.0058   p 163.62   eps 0.1718   mix 0.0562   time 13.32
Epoch 1920:  train loss 0.4224   train acc 0.5330   worst 0.3573   lr 0.0057   p 163.91   eps 0.1718   mix 0.0561   time 13.32
Epoch 1921:  train loss 0.4222   train acc 0.5327   worst 0.3551   lr 0.0057   p 164.20   eps 0.1718   mix 0.0560   time 13.29
Epoch 1922:  train loss 0.4190   train acc 0.5317   worst 0.3569   lr 0.0057   p 164.49   eps 0.1718   mix 0.0559   time 13.34
Epoch 1923:  train loss 0.4214   train acc 0.5337   worst 0.3581   lr 0.0057   p 164.78   eps 0.1718   mix 0.0558   time 13.35
Epoch 1924:  train loss 0.4204   train acc 0.5349   worst 0.3573   lr 0.0057   p 165.07   eps 0.1718   mix 0.0557   time 13.34
Epoch 1925:  train loss 0.4223   train acc 0.5340   worst 0.3565   lr 0.0057   p 165.36   eps 0.1718   mix 0.0556   time 13.35
Epoch 1926:  train loss 0.4198   train acc 0.5315   worst 0.3552   lr 0.0057   p 165.65   eps 0.1718   mix 0.0556   time 13.40
Epoch 1927:  train loss 0.4189   train acc 0.5324   worst 0.3553   lr 0.0057   p 165.94   eps 0.1718   mix 0.0555   time 13.35
Epoch 1928:  train loss 0.4195   train acc 0.5331   worst 0.3574   lr 0.0057   p 166.23   eps 0.1718   mix 0.0554   time 13.37
Epoch 1929:  train loss 0.4166   train acc 0.5328   worst 0.3593   lr 0.0057   p 166.52   eps 0.1718   mix 0.0553   time 13.33
Epoch 1930:  train loss 0.4219   train acc 0.5335   worst 0.3559   lr 0.0056   p 166.82   eps 0.1718   mix 0.0552   time 13.34
Epoch 1931:  train loss 0.4183   train acc 0.5325   worst 0.3571   lr 0.0056   p 167.11   eps 0.1718   mix 0.0551   time 13.43
Epoch 1932:  train loss 0.4177   train acc 0.5309   worst 0.3552   lr 0.0056   p 167.40   eps 0.1718   mix 0.0550   time 13.31
Epoch 1933:  train loss 0.4173   train acc 0.5321   worst 0.3579   lr 0.0056   p 167.70   eps 0.1718   mix 0.0549   time 13.33
Epoch 1934:  train loss 0.4202   train acc 0.5324   worst 0.3547   lr 0.0056   p 167.99   eps 0.1718   mix 0.0548   time 13.34
Epoch 1935:  train loss 0.4201   train acc 0.5339   worst 0.3568   lr 0.0056   p 168.29   eps 0.1718   mix 0.0547   time 13.30
Epoch 1936:  train loss 0.4159   train acc 0.5300   worst 0.3558   lr 0.0056   p 168.58   eps 0.1718   mix 0.0546   time 13.31
Epoch 1937:  train loss 0.4219   train acc 0.5348   worst 0.3578   lr 0.0056   p 168.88   eps 0.1718   mix 0.0545   time 13.32
Epoch 1938:  train loss 0.4204   train acc 0.5331   worst 0.3559   lr 0.0056   p 169.18   eps 0.1718   mix 0.0545   time 13.37
Epoch 1939:  train loss 0.4184   train acc 0.5338   worst 0.3590   lr 0.0056   p 169.47   eps 0.1718   mix 0.0544   time 13.33
Epoch 1940:  train loss 0.4215   train acc 0.5350   worst 0.3567   lr 0.0056   p 169.77   eps 0.1718   mix 0.0543   time 13.30
Epoch 1941:  train loss 0.4199   train acc 0.5340   worst 0.3585   lr 0.0055   p 170.07   eps 0.1718   mix 0.0542   time 13.33
Epoch 1942:  train loss 0.4213   train acc 0.5348   worst 0.3569   lr 0.0055   p 170.37   eps 0.1718   mix 0.0541   time 13.36
