epoch	acc	certified
949	0.9972833395004272	0.9945999979972839
999	0.9971500039100647	0.9944166541099548
1049	0.9971333742141724	0.994616687297821
1099	0.9972500205039978	0.9942333698272705
1149	0.9970833659172058	0.9947333335876465
1199	0.9972167015075684	0.9947500228881836
1249	0.9970499873161316	0.9947167038917542
1299	0.9970000386238098	0.9949666857719421
1349	0.9970499873161316	0.9950833320617676
1399	0.9972333312034607	0.9950000047683716
1449	0.9971166849136353	0.994949996471405
1497	0.9971500039100647	0.9949833154678345
1498	0.9969666600227356	0.9948999881744385
1499	0.9971166849136353	0.9948833584785461
