epoch	acc	certified
949	0.9910500049591064	0.9407166838645935
999	0.991266667842865	0.9411666989326477
1049	0.9912999868392944	0.9422333240509033
1099	0.9906666874885559	0.9421499967575073
1149	0.9908833503723145	0.9431666731834412
1199	0.9904666543006897	0.9438499808311462
1249	0.9913166761398315	0.9430333375930786
1299	0.9910333156585693	0.9425833225250244
1349	0.9909000396728516	0.9442166686058044
1399	0.9905999898910522	0.9445666670799255
1449	0.9912999868392944	0.944100022315979
1497	0.9907500147819519	0.9443333148956299
1498	0.990850031375885	0.9422500133514404
1499	0.991183340549469	0.9439833164215088
