dataset = MNIST
model = SortMLPModel(depth=5,width=5120,scalar=True,dropout=0.75,identity_val=10.0)
loss = mixture(lam0=0.02,lam_end=0.0002)
p_start = 8.0
p_end = 1000.0
eps_train = 0.45
eps_test = 0.3
eps_smooth = 0.4
epochs = 0,0,100,1450,1500
decays = None
batch_size = 512
lr = 0.02
wd = 0.02
beta1 = 0.9
beta2 = 0.99
epsilon = 1e-10
start_epoch = 0
checkpoint = None
gpu = 1
dist_url = tcp://localhost:23456
world_size = 1
rank = 0
print_freq = 200
result_dir = result
filter_name = 
seed = 2021
visualize = False
Compose(
    RandomCrop(size=(28, 28), padding=1)
    ToTensor()
    Normalize(mean=[0.1307], std=[0.3081])
)
SortMLPModel(
  (fc_dist): BoundSequential(
    (0): NormDist(
      in_features=784, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (1): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (2): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (3): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (4): NormDist(in_features=5120, out_features=10, bias=True)
  )
)
number of params:  82708491
Epoch 389:  train loss 0.0306   train acc 0.9927   worst 0.8943   lr 0.0169   p 22.49   eps 1.4606   mix 0.0075   time 14.34
Epoch 390:  train loss 0.0302   train acc 0.9924   worst 0.8962   lr 0.0168   p 22.57   eps 1.4606   mix 0.0074   time 14.43
Epoch 391:  train loss 0.0309   train acc 0.9921   worst 0.8942   lr 0.0168   p 22.65   eps 1.4606   mix 0.0074   time 14.44
Epoch 392:  train loss 0.0303   train acc 0.9928   worst 0.8942   lr 0.0168   p 22.73   eps 1.4606   mix 0.0074   time 14.53
Epoch 393:  train loss 0.0303   train acc 0.9928   worst 0.8942   lr 0.0168   p 22.81   eps 1.4606   mix 0.0074   time 14.37
Epoch 394:  train loss 0.0307   train acc 0.9925   worst 0.8937   lr 0.0168   p 22.90   eps 1.4606   mix 0.0073   time 14.32
Epoch 395:  train loss 0.0308   train acc 0.9927   worst 0.8920   lr 0.0168   p 22.98   eps 1.4606   mix 0.0073   time 14.50
Epoch 396:  train loss 0.0306   train acc 0.9929   worst 0.8931   lr 0.0168   p 23.06   eps 1.4606   mix 0.0073   time 14.38
Epoch 397:  train loss 0.0310   train acc 0.9924   worst 0.8924   lr 0.0167   p 23.14   eps 1.4606   mix 0.0073   time 14.60
Epoch 398:  train loss 0.0314   train acc 0.9927   worst 0.8908   lr 0.0167   p 23.23   eps 1.4606   mix 0.0072   time 14.41
Epoch 399:  train loss 0.0308   train acc 0.9926   worst 0.8928   lr 0.0167   p 23.31   eps 1.4606   mix 0.0072   time 14.40
Epoch 400:  train loss 0.0318   train acc 0.9921   worst 0.8907   lr 0.0167   p 23.39   eps 1.4606   mix 0.0072   time 14.30
Epoch 401:  train loss 0.0307   train acc 0.9925   worst 0.8933   lr 0.0167   p 23.48   eps 1.4606   mix 0.0072   time 14.46
Epoch 402:  train loss 0.0312   train acc 0.9927   worst 0.8902   lr 0.0167   p 23.56   eps 1.4606   mix 0.0071   time 14.36
Epoch 403:  train loss 0.0313   train acc 0.9928   worst 0.8894   lr 0.0166   p 23.64   eps 1.4606   mix 0.0071   time 14.27
Epoch 404:  train loss 0.0316   train acc 0.9927   worst 0.8899   lr 0.0166   p 23.73   eps 1.4606   mix 0.0071   time 14.39
Epoch 405:  train loss 0.0315   train acc 0.9924   worst 0.8898   lr 0.0166   p 23.81   eps 1.4606   mix 0.0071   time 14.39
Epoch 406:  train loss 0.0316   train acc 0.9926   worst 0.8885   lr 0.0166   p 23.90   eps 1.4606   mix 0.0070   time 14.34
Epoch 407:  train loss 0.0317   train acc 0.9927   worst 0.8885   lr 0.0166   p 23.99   eps 1.4606   mix 0.0070   time 14.53
Epoch 408:  train loss 0.0317   train acc 0.9927   worst 0.8883   lr 0.0166   p 24.07   eps 1.4606   mix 0.0070   time 14.25
Epoch 409:  train loss 0.0314   train acc 0.9929   worst 0.8888   lr 0.0166   p 24.16   eps 1.4606   mix 0.0070   time 14.45
Epoch 410:  train loss 0.0321   train acc 0.9927   worst 0.8883   lr 0.0165   p 24.24   eps 1.4606   mix 0.0069   time 14.35
Epoch 411:  train loss 0.0321   train acc 0.9922   worst 0.8877   lr 0.0165   p 24.33   eps 1.4606   mix 0.0069   time 14.44
Epoch 412:  train loss 0.0323   train acc 0.9923   worst 0.8848   lr 0.0165   p 24.42   eps 1.4606   mix 0.0069   time 14.43
Epoch 413:  train loss 0.0319   train acc 0.9930   worst 0.8855   lr 0.0165   p 24.51   eps 1.4606   mix 0.0069   time 14.37
Epoch 414:  train loss 0.0323   train acc 0.9923   worst 0.8860   lr 0.0165   p 24.59   eps 1.4606   mix 0.0069   time 14.35
Epoch 415:  train loss 0.0319   train acc 0.9925   worst 0.8862   lr 0.0165   p 24.68   eps 1.4606   mix 0.0068   time 14.48
Epoch 416:  train loss 0.0328   train acc 0.9923   worst 0.8823   lr 0.0164   p 24.77   eps 1.4606   mix 0.0068   time 14.33
Epoch 417:  train loss 0.0327   train acc 0.9921   worst 0.8828   lr 0.0164   p 24.86   eps 1.4606   mix 0.0068   time 14.28
Epoch 418:  train loss 0.0322   train acc 0.9926   worst 0.8834   lr 0.0164   p 24.95   eps 1.4606   mix 0.0068   time 14.33
Epoch 419:  train loss 0.0326   train acc 0.9920   worst 0.8844   lr 0.0164   p 25.04   eps 1.4606   mix 0.0067   time 14.32
Epoch 420:  train loss 0.0328   train acc 0.9925   worst 0.8839   lr 0.0164   p 25.13   eps 1.4606   mix 0.0067   time 14.33
Epoch 421:  train loss 0.0330   train acc 0.9924   worst 0.8825   lr 0.0164   p 25.22   eps 1.4606   mix 0.0067   time 14.29
Epoch 422:  train loss 0.0325   train acc 0.9926   worst 0.8833   lr 0.0163   p 25.31   eps 1.4606   mix 0.0067   time 14.35
Epoch 423:  train loss 0.0330   train acc 0.9923   worst 0.8813   lr 0.0163   p 25.40   eps 1.4606   mix 0.0066   time 14.35
Epoch 424:  train loss 0.0330   train acc 0.9925   worst 0.8829   lr 0.0163   p 25.49   eps 1.4606   mix 0.0066   time 14.39
Epoch 425:  train loss 0.0333   train acc 0.9925   worst 0.8811   lr 0.0163   p 25.58   eps 1.4606   mix 0.0066   time 14.41
Epoch 426:  train loss 0.0329   train acc 0.9925   worst 0.8816   lr 0.0163   p 25.67   eps 1.4606   mix 0.0066   time 14.28
Epoch 427:  train loss 0.0329   train acc 0.9923   worst 0.8824   lr 0.0163   p 25.76   eps 1.4606   mix 0.0066   time 14.39
Epoch 428:  train loss 0.0327   train acc 0.9923   worst 0.8806   lr 0.0162   p 25.86   eps 1.4606   mix 0.0065   time 14.85
Epoch 429:  train loss 0.0335   train acc 0.9920   worst 0.8801   lr 0.0162   p 25.95   eps 1.4606   mix 0.0065   time 14.33
Epoch 430:  train loss 0.0335   train acc 0.9923   worst 0.8789   lr 0.0162   p 26.04   eps 1.4606   mix 0.0065   time 14.40
Epoch 431:  train loss 0.0332   train acc 0.9923   worst 0.8811   lr 0.0162   p 26.13   eps 1.4606   mix 0.0065   time 14.29
Epoch 432:  train loss 0.0337   train acc 0.9928   worst 0.8782   lr 0.0162   p 26.23   eps 1.4606   mix 0.0064   time 14.55
Epoch 433:  train loss 0.0336   train acc 0.9925   worst 0.8776   lr 0.0162   p 26.32   eps 1.4606   mix 0.0064   time 14.42
Epoch 434:  train loss 0.0342   train acc 0.9925   worst 0.8775   lr 0.0161   p 26.42   eps 1.4606   mix 0.0064   time 14.27
Epoch 435:  train loss 0.0335   train acc 0.9923   worst 0.8774   lr 0.0161   p 26.51   eps 1.4606   mix 0.0064   time 14.34
Epoch 436:  train loss 0.0341   train acc 0.9919   worst 0.8788   lr 0.0161   p 26.61   eps 1.4606   mix 0.0064   time 14.39
Epoch 437:  train loss 0.0334   train acc 0.9924   worst 0.8767   lr 0.0161   p 26.70   eps 1.4606   mix 0.0063   time 14.33
Epoch 438:  train loss 0.0341   train acc 0.9926   worst 0.8748   lr 0.0161   p 26.80   eps 1.4606   mix 0.0063   time 14.33
Epoch 439:  train loss 0.0337   train acc 0.9925   worst 0.8755   lr 0.0161   p 26.89   eps 1.4606   mix 0.0063   time 14.40
Epoch 440:  train loss 0.0338   train acc 0.9922   worst 0.8771   lr 0.0160   p 26.99   eps 1.4606   mix 0.0063   time 14.41
Epoch 441:  train loss 0.0348   train acc 0.9917   worst 0.8746   lr 0.0160   p 27.09   eps 1.4606   mix 0.0062   time 14.29
Epoch 442:  train loss 0.0345   train acc 0.9918   worst 0.8730   lr 0.0160   p 27.18   eps 1.4606   mix 0.0062   time 14.47
Epoch 443:  train loss 0.0342   train acc 0.9922   worst 0.8752   lr 0.0160   p 27.28   eps 1.4606   mix 0.0062   time 14.37
Epoch 444:  train loss 0.0343   train acc 0.9921   worst 0.8759   lr 0.0160   p 27.38   eps 1.4606   mix 0.0062   time 14.30
Epoch 445:  train loss 0.0344   train acc 0.9920   worst 0.8737   lr 0.0160   p 27.48   eps 1.4606   mix 0.0062   time 14.36
Epoch 446:  train loss 0.0344   train acc 0.9925   worst 0.8722   lr 0.0159   p 27.58   eps 1.4606   mix 0.0061   time 14.35
Epoch 447:  train loss 0.0348   train acc 0.9919   worst 0.8730   lr 0.0159   p 27.67   eps 1.4606   mix 0.0061   time 14.37
Epoch 448:  train loss 0.0346   train acc 0.9922   worst 0.8731   lr 0.0159   p 27.77   eps 1.4606   mix 0.0061   time 14.37
Epoch 449:  train loss 0.0346   train acc 0.9920   worst 0.8715   lr 0.0159   p 27.87   eps 1.4606   mix 0.0061   time 14.51
Epoch 450:  train loss 0.0351   train acc 0.9922   worst 0.8703   lr 0.0159   p 27.97   eps 1.4606   mix 0.0061   time 14.33
Epoch 451:  train loss 0.0348   train acc 0.9921   worst 0.8725   lr 0.0159   p 28.07   eps 1.4606   mix 0.0060   time 14.56
Epoch 452:  train loss 0.0352   train acc 0.9923   worst 0.8709   lr 0.0158   p 28.17   eps 1.4606   mix 0.0060   time 14.35
Epoch 453:  train loss 0.0347   train acc 0.9919   worst 0.8707   lr 0.0158   p 28.27   eps 1.4606   mix 0.0060   time 14.42
Epoch 454:  train loss 0.0352   train acc 0.9923   worst 0.8692   lr 0.0158   p 28.38   eps 1.4606   mix 0.0060   time 14.39
Epoch 455:  train loss 0.0348   train acc 0.9920   worst 0.8712   lr 0.0158   p 28.48   eps 1.4606   mix 0.0060   time 14.91
Epoch 456:  train loss 0.0354   train acc 0.9923   worst 0.8695   lr 0.0158   p 28.58   eps 1.4606   mix 0.0059   time 14.38
Epoch 457:  train loss 0.0357   train acc 0.9923   worst 0.8672   lr 0.0158   p 28.68   eps 1.4606   mix 0.0059   time 14.44
Epoch 458:  train loss 0.0353   train acc 0.9916   worst 0.8690   lr 0.0157   p 28.78   eps 1.4606   mix 0.0059   time 14.37
Epoch 459:  train loss 0.0355   train acc 0.9921   worst 0.8670   lr 0.0157   p 28.89   eps 1.4606   mix 0.0059   time 14.54
Epoch 460:  train loss 0.0355   train acc 0.9925   worst 0.8678   lr 0.0157   p 28.99   eps 1.4606   mix 0.0059   time 14.32
Epoch 461:  train loss 0.0355   train acc 0.9922   worst 0.8673   lr 0.0157   p 29.10   eps 1.4606   mix 0.0058   time 14.24
Epoch 462:  train loss 0.0358   train acc 0.9916   worst 0.8669   lr 0.0157   p 29.20   eps 1.4606   mix 0.0058   time 14.23
Epoch 463:  train loss 0.0354   train acc 0.9927   worst 0.8677   lr 0.0157   p 29.30   eps 1.4606   mix 0.0058   time 14.32
Epoch 464:  train loss 0.0362   train acc 0.9920   worst 0.8647   lr 0.0156   p 29.41   eps 1.4606   mix 0.0058   time 14.51
Epoch 465:  train loss 0.0362   train acc 0.9918   worst 0.8670   lr 0.0156   p 29.51   eps 1.4606   mix 0.0058   time 14.78
Epoch 466:  train loss 0.0359   train acc 0.9919   worst 0.8667   lr 0.0156   p 29.62   eps 1.4606   mix 0.0057   time 14.32
Epoch 467:  train loss 0.0362   train acc 0.9921   worst 0.8641   lr 0.0156   p 29.73   eps 1.4606   mix 0.0057   time 14.39
Epoch 468:  train loss 0.0360   train acc 0.9924   worst 0.8636   lr 0.0156   p 29.83   eps 1.4606   mix 0.0057   time 14.37
Epoch 469:  train loss 0.0363   train acc 0.9920   worst 0.8639   lr 0.0156   p 29.94   eps 1.4606   mix 0.0057   time 14.80
Epoch 470:  train loss 0.0364   train acc 0.9919   worst 0.8633   lr 0.0155   p 30.05   eps 1.4606   mix 0.0057   time 14.97
Epoch 471:  train loss 0.0362   train acc 0.9924   worst 0.8634   lr 0.0155   p 30.15   eps 1.4606   mix 0.0056   time 14.37
Epoch 472:  train loss 0.0361   train acc 0.9922   worst 0.8625   lr 0.0155   p 30.26   eps 1.4606   mix 0.0056   time 14.32
Epoch 473:  train loss 0.0364   train acc 0.9919   worst 0.8625   lr 0.0155   p 30.37   eps 1.4606   mix 0.0056   time 14.54
Epoch 474:  train loss 0.0362   train acc 0.9923   worst 0.8613   lr 0.0155   p 30.48   eps 1.4606   mix 0.0056   time 14.38
Epoch 475:  train loss 0.0371   train acc 0.9917   worst 0.8611   lr 0.0154   p 30.59   eps 1.4606   mix 0.0056   time 14.32
Epoch 476:  train loss 0.0367   train acc 0.9926   worst 0.8601   lr 0.0154   p 30.70   eps 1.4606   mix 0.0055   time 14.41
Epoch 477:  train loss 0.0368   train acc 0.9918   worst 0.8605   lr 0.0154   p 30.81   eps 1.4606   mix 0.0055   time 14.27
Epoch 478:  train loss 0.0371   train acc 0.9919   worst 0.8612   lr 0.0154   p 30.92   eps 1.4606   mix 0.0055   time 14.40
Epoch 479:  train loss 0.0372   train acc 0.9916   worst 0.8601   lr 0.0154   p 31.03   eps 1.4606   mix 0.0055   time 14.35
Epoch 480:  train loss 0.0374   train acc 0.9919   worst 0.8572   lr 0.0154   p 31.14   eps 1.4606   mix 0.0055   time 14.40
Epoch 481:  train loss 0.0370   train acc 0.9921   worst 0.8598   lr 0.0153   p 31.25   eps 1.4606   mix 0.0055   time 14.30
Epoch 482:  train loss 0.0377   train acc 0.9917   worst 0.8574   lr 0.0153   p 31.36   eps 1.4606   mix 0.0054   time 14.36
Epoch 483:  train loss 0.0376   train acc 0.9918   worst 0.8579   lr 0.0153   p 31.48   eps 1.4606   mix 0.0054   time 14.39
Epoch 484:  train loss 0.0377   train acc 0.9922   worst 0.8579   lr 0.0153   p 31.59   eps 1.4606   mix 0.0054   time 14.40
Epoch 485:  train loss 0.0382   train acc 0.9918   worst 0.8558   lr 0.0153   p 31.70   eps 1.4606   mix 0.0054   time 14.31
Epoch 486:  train loss 0.0377   train acc 0.9921   worst 0.8558   lr 0.0153   p 31.82   eps 1.4606   mix 0.0054   time 14.32
Epoch 487:  train loss 0.0378   train acc 0.9916   worst 0.8560   lr 0.0152   p 31.93   eps 1.4606   mix 0.0053   time 14.36
Epoch 488:  train loss 0.0379   train acc 0.9921   worst 0.8556   lr 0.0152   p 32.04   eps 1.4606   mix 0.0053   time 14.45
Epoch 489:  train loss 0.0375   train acc 0.9923   worst 0.8549   lr 0.0152   p 32.16   eps 1.4606   mix 0.0053   time 14.48
Epoch 490:  train loss 0.0383   train acc 0.9913   worst 0.8554   lr 0.0152   p 32.27   eps 1.4606   mix 0.0053   time 14.44
Epoch 491:  train loss 0.0385   train acc 0.9917   worst 0.8543   lr 0.0152   p 32.39   eps 1.4606   mix 0.0053   time 14.37
Epoch 492:  train loss 0.0386   train acc 0.9916   worst 0.8539   lr 0.0151   p 32.51   eps 1.4606   mix 0.0053   time 14.59
Epoch 493:  train loss 0.0381   train acc 0.9915   worst 0.8537   lr 0.0151   p 32.62   eps 1.4606   mix 0.0052   time 14.34
Epoch 494:  train loss 0.0385   train acc 0.9917   worst 0.8539   lr 0.0151   p 32.74   eps 1.4606   mix 0.0052   time 14.38
Epoch 495:  train loss 0.0391   train acc 0.9915   worst 0.8520   lr 0.0151   p 32.86   eps 1.4606   mix 0.0052   time 14.37
Epoch 496:  train loss 0.0381   train acc 0.9919   worst 0.8532   lr 0.0151   p 32.97   eps 1.4606   mix 0.0052   time 15.23
Epoch 497:  train loss 0.0383   train acc 0.9916   worst 0.8525   lr 0.0151   p 33.09   eps 1.4606   mix 0.0052   time 14.27
Epoch 498:  train loss 0.0386   train acc 0.9918   worst 0.8506   lr 0.0150   p 33.21   eps 1.4606   mix 0.0051   time 14.35
Epoch 499:  train loss 0.0383   train acc 0.9915   worst 0.8535   lr 0.0150   p 33.33   eps 1.4606   mix 0.0051   time 14.50
Epoch 500:  train loss 0.0391   train acc 0.9916   worst 0.8508   lr 0.0150   p 33.45   eps 1.4606   mix 0.0051   time 14.30
Epoch 501:  train loss 0.0396   train acc 0.9916   worst 0.8479   lr 0.0150   p 33.57   eps 1.4606   mix 0.0051   time 14.22
Epoch 502:  train loss 0.0382   train acc 0.9922   worst 0.8498   lr 0.0150   p 33.69   eps 1.4606   mix 0.0051   time 14.40
Epoch 503:  train loss 0.0381   train acc 0.9922   worst 0.8498   lr 0.0149   p 33.81   eps 1.4606   mix 0.0051   time 14.45
Epoch 504:  train loss 0.0385   train acc 0.9919   worst 0.8506   lr 0.0149   p 33.93   eps 1.4606   mix 0.0050   time 14.50
Epoch 505:  train loss 0.0389   train acc 0.9916   worst 0.8488   lr 0.0149   p 34.05   eps 1.4606   mix 0.0050   time 14.35
Epoch 506:  train loss 0.0391   train acc 0.9918   worst 0.8487   lr 0.0149   p 34.18   eps 1.4606   mix 0.0050   time 14.31
Epoch 507:  train loss 0.0394   train acc 0.9917   worst 0.8482   lr 0.0149   p 34.30   eps 1.4606   mix 0.0050   time 14.47
Epoch 508:  train loss 0.0384   train acc 0.9919   worst 0.8488   lr 0.0149   p 34.42   eps 1.4606   mix 0.0050   time 14.40
Epoch 509:  train loss 0.0391   train acc 0.9916   worst 0.8478   lr 0.0148   p 34.54   eps 1.4606   mix 0.0050   time 14.55
Epoch 510:  train loss 0.0398   train acc 0.9919   worst 0.8466   lr 0.0148   p 34.67   eps 1.4606   mix 0.0049   time 14.38
Epoch 511:  train loss 0.0401   train acc 0.9915   worst 0.8462   lr 0.0148   p 34.79   eps 1.4606   mix 0.0049   time 14.36
Epoch 512:  train loss 0.0399   train acc 0.9919   worst 0.8456   lr 0.0148   p 34.92   eps 1.4606   mix 0.0049   time 14.79
Epoch 513:  train loss 0.0395   train acc 0.9918   worst 0.8450   lr 0.0148   p 35.04   eps 1.4606   mix 0.0049   time 14.35
Epoch 514:  train loss 0.0394   train acc 0.9918   worst 0.8464   lr 0.0147   p 35.17   eps 1.4606   mix 0.0049   time 14.41
Epoch 515:  train loss 0.0396   train acc 0.9920   worst 0.8434   lr 0.0147   p 35.29   eps 1.4606   mix 0.0049   time 14.49
Epoch 516:  train loss 0.0400   train acc 0.9918   worst 0.8428   lr 0.0147   p 35.42   eps 1.4606   mix 0.0048   time 14.35
Epoch 517:  train loss 0.0398   train acc 0.9917   worst 0.8438   lr 0.0147   p 35.55   eps 1.4606   mix 0.0048   time 14.38
Epoch 518:  train loss 0.0402   train acc 0.9917   worst 0.8408   lr 0.0147   p 35.67   eps 1.4606   mix 0.0048   time 14.32
Epoch 519:  train loss 0.0406   train acc 0.9914   worst 0.8426   lr 0.0147   p 35.80   eps 1.4606   mix 0.0048   time 14.34
Epoch 520:  train loss 0.0398   train acc 0.9919   worst 0.8430   lr 0.0146   p 35.93   eps 1.4606   mix 0.0048   time 14.37
Epoch 521:  train loss 0.0394   train acc 0.9919   worst 0.8443   lr 0.0146   p 36.06   eps 1.4606   mix 0.0048   time 14.32
Epoch 522:  train loss 0.0405   train acc 0.9914   worst 0.8445   lr 0.0146   p 36.19   eps 1.4606   mix 0.0047   time 14.44
Epoch 523:  train loss 0.0401   train acc 0.9915   worst 0.8408   lr 0.0146   p 36.32   eps 1.4606   mix 0.0047   time 14.45
Epoch 524:  train loss 0.0405   train acc 0.9917   worst 0.8399   lr 0.0146   p 36.45   eps 1.4606   mix 0.0047   time 14.50
Epoch 525:  train loss 0.0405   train acc 0.9917   worst 0.8392   lr 0.0145   p 36.58   eps 1.4606   mix 0.0047   time 14.22
Epoch 526:  train loss 0.0410   train acc 0.9921   worst 0.8377   lr 0.0145   p 36.71   eps 1.4606   mix 0.0047   time 14.46
Epoch 527:  train loss 0.0413   train acc 0.9914   worst 0.8388   lr 0.0145   p 36.84   eps 1.4606   mix 0.0047   time 14.50
Epoch 528:  train loss 0.0410   train acc 0.9912   worst 0.8390   lr 0.0145   p 36.97   eps 1.4606   mix 0.0046   time 14.27
Epoch 529:  train loss 0.0409   train acc 0.9917   worst 0.8392   lr 0.0145   p 37.11   eps 1.4606   mix 0.0046   time 15.06
Epoch 530:  train loss 0.0403   train acc 0.9918   worst 0.8395   lr 0.0144   p 37.24   eps 1.4606   mix 0.0046   time 14.35
Epoch 531:  train loss 0.0413   train acc 0.9910   worst 0.8363   lr 0.0144   p 37.37   eps 1.4606   mix 0.0046   time 14.41
Epoch 532:  train loss 0.0411   train acc 0.9916   worst 0.8347   lr 0.0144   p 37.51   eps 1.4606   mix 0.0046   time 14.34
Epoch 533:  train loss 0.0415   train acc 0.9913   worst 0.8363   lr 0.0144   p 37.64   eps 1.4606   mix 0.0046   time 14.76
Epoch 534:  train loss 0.0419   train acc 0.9914   worst 0.8366   lr 0.0144   p 37.78   eps 1.4606   mix 0.0046   time 14.38
Epoch 535:  train loss 0.0413   train acc 0.9916   worst 0.8351   lr 0.0144   p 37.91   eps 1.4606   mix 0.0045   time 14.41
Epoch 536:  train loss 0.0413   train acc 0.9912   worst 0.8348   lr 0.0143   p 38.05   eps 1.4606   mix 0.0045   time 14.31
Epoch 537:  train loss 0.0409   train acc 0.9914   worst 0.8368   lr 0.0143   p 38.18   eps 1.4606   mix 0.0045   time 14.28
Epoch 538:  train loss 0.0412   train acc 0.9911   worst 0.8373   lr 0.0143   p 38.32   eps 1.4606   mix 0.0045   time 14.39
Epoch 539:  train loss 0.0424   train acc 0.9913   worst 0.8333   lr 0.0143   p 38.46   eps 1.4606   mix 0.0045   time 15.25
Epoch 540:  train loss 0.0426   train acc 0.9912   worst 0.8337   lr 0.0143   p 38.59   eps 1.4606   mix 0.0045   time 14.38
Epoch 541:  train loss 0.0419   train acc 0.9914   worst 0.8331   lr 0.0142   p 38.73   eps 1.4606   mix 0.0044   time 14.42
Epoch 542:  train loss 0.0415   train acc 0.9915   worst 0.8335   lr 0.0142   p 38.87   eps 1.4606   mix 0.0044   time 14.35
Epoch 543:  train loss 0.0423   train acc 0.9919   worst 0.8329   lr 0.0142   p 39.01   eps 1.4606   mix 0.0044   time 14.59
Epoch 544:  train loss 0.0417   train acc 0.9915   worst 0.8331   lr 0.0142   p 39.15   eps 1.4606   mix 0.0044   time 14.38
Epoch 545:  train loss 0.0425   train acc 0.9914   worst 0.8309   lr 0.0142   p 39.29   eps 1.4606   mix 0.0044   time 14.42
Epoch 546:  train loss 0.0422   train acc 0.9914   worst 0.8303   lr 0.0141   p 39.43   eps 1.4606   mix 0.0044   time 14.38
Epoch 547:  train loss 0.0421   train acc 0.9915   worst 0.8310   lr 0.0141   p 39.57   eps 1.4606   mix 0.0044   time 14.36
Epoch 548:  train loss 0.0423   train acc 0.9912   worst 0.8290   lr 0.0141   p 39.71   eps 1.4606   mix 0.0043   time 15.12
Epoch 549:  train loss 0.0416   train acc 0.9916   worst 0.8306   lr 0.0141   p 39.86   eps 1.4606   mix 0.0043   time 14.29
Epoch 550:  train loss 0.0426   train acc 0.9909   worst 0.8296   lr 0.0141   p 40.00   eps 1.4606   mix 0.0043   time 14.32
Epoch 551:  train loss 0.0424   train acc 0.9912   worst 0.8296   lr 0.0140   p 40.14   eps 1.4606   mix 0.0043   time 14.33
Epoch 552:  train loss 0.0426   train acc 0.9912   worst 0.8287   lr 0.0140   p 40.29   eps 1.4606   mix 0.0043   time 14.27
Epoch 553:  train loss 0.0426   train acc 0.9918   worst 0.8275   lr 0.0140   p 40.43   eps 1.4606   mix 0.0043   time 14.43
Epoch 554:  train loss 0.0425   train acc 0.9915   worst 0.8263   lr 0.0140   p 40.58   eps 1.4606   mix 0.0043   time 14.37
Epoch 555:  train loss 0.0431   train acc 0.9916   worst 0.8263   lr 0.0140   p 40.72   eps 1.4606   mix 0.0042   time 14.44
Epoch 556:  train loss 0.0429   train acc 0.9918   worst 0.8250   lr 0.0140   p 40.87   eps 1.4606   mix 0.0042   time 14.39
Epoch 557:  train loss 0.0426   train acc 0.9916   worst 0.8278   lr 0.0139   p 41.01   eps 1.4606   mix 0.0042   time 14.64
Epoch 558:  train loss 0.0436   train acc 0.9907   worst 0.8240   lr 0.0139   p 41.16   eps 1.4606   mix 0.0042   time 14.40
Epoch 559:  train loss 0.0423   train acc 0.9921   worst 0.8269   lr 0.0139   p 41.31   eps 1.4606   mix 0.0042   time 14.24
Epoch 560:  train loss 0.0436   train acc 0.9916   worst 0.8240   lr 0.0139   p 41.46   eps 1.4606   mix 0.0042   time 14.36
Epoch 561:  train loss 0.0434   train acc 0.9910   worst 0.8242   lr 0.0139   p 41.61   eps 1.4606   mix 0.0042   time 14.74
Epoch 562:  train loss 0.0439   train acc 0.9913   worst 0.8239   lr 0.0138   p 41.75   eps 1.4606   mix 0.0041   time 14.47
Epoch 563:  train loss 0.0427   train acc 0.9916   worst 0.8257   lr 0.0138   p 41.90   eps 1.4606   mix 0.0041   time 14.34
Epoch 564:  train loss 0.0435   train acc 0.9913   worst 0.8227   lr 0.0138   p 42.05   eps 1.4606   mix 0.0041   time 14.29
Epoch 565:  train loss 0.0436   train acc 0.9915   worst 0.8230   lr 0.0138   p 42.20   eps 1.4606   mix 0.0041   time 14.72
Epoch 566:  train loss 0.0439   train acc 0.9914   worst 0.8225   lr 0.0138   p 42.36   eps 1.4606   mix 0.0041   time 14.36
Epoch 567:  train loss 0.0434   train acc 0.9908   worst 0.8227   lr 0.0137   p 42.51   eps 1.4606   mix 0.0041   time 14.31
Epoch 568:  train loss 0.0441   train acc 0.9912   worst 0.8207   lr 0.0137   p 42.66   eps 1.4606   mix 0.0041   time 14.31
Epoch 569:  train loss 0.0440   train acc 0.9914   worst 0.8230   lr 0.0137   p 42.81   eps 1.4606   mix 0.0040   time 14.26
Epoch 570:  train loss 0.0440   train acc 0.9913   worst 0.8190   lr 0.0137   p 42.97   eps 1.4606   mix 0.0040   time 14.53
Epoch 571:  train loss 0.0442   train acc 0.9914   worst 0.8175   lr 0.0137   p 43.12   eps 1.4606   mix 0.0040   time 14.71
Epoch 572:  train loss 0.0442   train acc 0.9911   worst 0.8208   lr 0.0136   p 43.27   eps 1.4606   mix 0.0040   time 14.31
Epoch 573:  train loss 0.0432   train acc 0.9916   worst 0.8198   lr 0.0136   p 43.43   eps 1.4606   mix 0.0040   time 14.34
Epoch 574:  train loss 0.0439   train acc 0.9911   worst 0.8187   lr 0.0136   p 43.59   eps 1.4606   mix 0.0040   time 14.36
Epoch 575:  train loss 0.0445   train acc 0.9917   worst 0.8185   lr 0.0136   p 43.74   eps 1.4606   mix 0.0040   time 14.70
Epoch 576:  train loss 0.0443   train acc 0.9912   worst 0.8188   lr 0.0136   p 43.90   eps 1.4606   mix 0.0039   time 14.37
Epoch 577:  train loss 0.0446   train acc 0.9912   worst 0.8148   lr 0.0135   p 44.06   eps 1.4606   mix 0.0039   time 14.44
Epoch 578:  train loss 0.0445   train acc 0.9912   worst 0.8170   lr 0.0135   p 44.21   eps 1.4606   mix 0.0039   time 14.26
