epoch	loss	acc	certified
0	6.653706073760986	0.0064706578850746155	0.0064706578850746155
1	6.135209083557129	0.02340676635503769	0.02340676635503769
2	5.913733959197998	0.03581809997558594	0.03581809997558594
3	5.73884391784668	0.04734117537736893	0.04734117537736893
4	5.611104965209961	0.05725790560245514	0.05725790560245514
5	5.517232894897461	0.0647573173046112	0.06475575268268585
6	5.4376630783081055	0.07162214815616608	0.07162214815616608
7	5.374091148376465	0.07718269526958466	0.07717645168304443
8	5.319888114929199	0.0822780430316925	0.08227413892745972
9	5.267536163330078	0.08786045014858246	0.08784874528646469
10	5.223908424377441	0.09191222488880157	0.09188725054264069
11	5.182318687438965	0.09634021669626236	0.096300408244133
12	5.144898414611816	0.10010474920272827	0.1000618189573288
13	5.114965438842773	0.10352662205696106	0.10346809029579163
14	5.087020397186279	0.10675102472305298	0.10666829347610474
15	5.059597969055176	0.11048512160778046	0.1103680431842804
16	5.036612510681152	0.11252466589212418	0.11238182336091995
17	5.014309883117676	0.11561325192451477	0.1154228001832962
18	4.992940902709961	0.11845753341913223	0.11820151656866074
19	4.973369598388672	0.12004202604293823	0.11971341818571091
20	4.958725929260254	0.12201600521802902	0.12161168456077576
21	4.940646171569824	0.12444660067558289	0.12396267056465149
22	4.925681114196777	0.12599673867225647	0.1253613829612732
23	4.910270690917969	0.1282954216003418	0.1275554895401001
24	4.896655559539795	0.1300375908613205	0.1291750967502594
25	4.888395309448242	0.13064563274383545	0.12958019971847534
26	4.874290466308594	0.13230115175247192	0.13106322288513184
27	4.860939025878906	0.13425716757774353	0.13277259469032288
28	4.85015869140625	0.13607972860336304	0.1343141496181488
29	4.844267845153809	0.13713189959526062	0.13511890172958374
30	4.786641597747803	0.13869765400886536	0.1363162398338318
31	4.6953020095825195	0.1395866870880127	0.13678300380706787
32	4.60525369644165	0.14096981287002563	0.13773369789123535
33	4.513649940490723	0.142583966255188	0.1388186514377594
34	4.430752754211426	0.1438211053609848	0.13951176404953003
35	4.344858169555664	0.1452237367630005	0.14024467766284943
36	4.261831283569336	0.14655065536499023	0.14082852005958557
37	4.180994987487793	0.14769725501537323	0.14121800661087036
38	4.098018646240234	0.14900466799736023	0.1416754126548767
39	4.021039009094238	0.15033000707626343	0.14195170998573303
40	3.946676731109619	0.15154296159744263	0.1421031355857849
41	3.874410629272461	0.15233521163463593	0.14188146591186523
42	3.8002452850341797	0.15404848754405975	0.14240911602973938
43	3.7311415672302246	0.15450119972229004	0.14153413474559784
44	3.660815715789795	0.15571962296962738	0.14120474457740784
45	3.594898223876953	0.15664377808570862	0.14087927341461182
46	3.5287694931030273	0.15760931372642517	0.1401822417974472
47	3.463231325149536	0.1586770862340927	0.13935565948486328
48	3.398871421813965	0.16007111966609955	0.1389029324054718
49	3.3391785621643066	0.1605667620897293	0.1375533938407898
50	3.278763771057129	0.16175708174705505	0.13664016127586365
51	3.221458911895752	0.16232532262802124	0.13532261550426483
52	3.16418194770813	0.16291305422782898	0.13404643535614014
53	3.1087121963500977	0.1636030524969101	0.1323370486497879
54	3.055333137512207	0.16433832049369812	0.13112643361091614
55	3.001066207885742	0.16481834650039673	0.12940534949302673
56	2.949768304824829	0.16579948365688324	0.12785832583904266
57	2.8983583450317383	0.16636303067207336	0.1259249448776245
58	2.851022720336914	0.16660968959331512	0.12360049784183502
59	2.8021349906921387	0.16728875041007996	0.12235710024833679
60	2.7550103664398193	0.1681356430053711	0.12041668593883514
61	2.7076480388641357	0.16854465007781982	0.11869560182094574
62	2.6634225845336914	0.16889822483062744	0.11651399731636047
63	2.619594097137451	0.16889198124408722	0.11426760256290436
64	2.5755434036254883	0.16940948367118835	0.11230767518281937
65	2.533889055252075	0.17003780603408813	0.11047497391700745
66	2.4940924644470215	0.1703476905822754	0.10830351710319519
67	2.453157424926758	0.17076371610164642	0.10641149431467056
68	2.4135565757751465	0.17028914391994476	0.1040511429309845
69	2.3754868507385254	0.17029070854187012	0.10193900763988495
70	2.3391666412353516	0.17070281505584717	0.10012425482273102
71	2.3028955459594727	0.17057248950004578	0.09768585860729218
72	2.265187978744507	0.17016269266605377	0.09628011286258698
73	2.231734037399292	0.17053189873695374	0.0941586121916771
74	2.1978039741516113	0.17007996141910553	0.09226658940315247
75	2.1641030311584473	0.17012211680412292	0.09065946191549301
76	2.1296439170837402	0.1702704131603241	0.08891886472702026
77	2.0977883338928223	0.16965612769126892	0.08692771196365356
