epoch	loss	acc	certified
0	2.413788214187622	0.11580000000715256	0.11580000000715256
1	2.2412529778289794	0.13774000004291534	0.13774000004291534
2	2.063300732574463	0.22420000001907348	0.22420000001907348
3	1.920971451072693	0.290700000038147	0.290700000038147
4	1.829543864517212	0.32340000010490416	0.32340000010490416
5	1.7712341204071045	0.3505999999523163	0.3505999999523163
6	1.721814728012085	0.37738000009536743	0.37738000009536743
7	1.6857681831359863	0.391140000038147	0.391140000038147
8	1.6477410871505738	0.4017200000095367	0.4017200000095367
9	1.6203811571884155	0.41442000009536745	0.41442000009536745
10	1.599728946800232	0.42402000013351443	0.42402000013351443
11	1.5768913370895385	0.4330400000572205	0.43302000005722047
12	1.5536659384918212	0.44136000000953673	0.44136000000953673
13	1.5358079793548585	0.45022000014305114	0.45020000014305117
14	1.5227219037246704	0.45441999999046323	0.45441999999046323
15	1.506350082130432	0.46489999996185305	0.46487999996185303
16	1.4970332480239867	0.46574000000953675	0.46568000000953674
17	1.483853611717224	0.4734200000190735	0.4734200000190735
18	1.4694140314483644	0.47744000011444093	0.4773600001144409
19	1.4581505509948731	0.4865400000572205	0.48652000005722046
20	1.4511469626235962	0.48743999996185305	0.48741999996185303
21	1.4398937007904054	0.49170000010490417	0.4916200001049042
22	1.4254877745056151	0.4963600001716614	0.4962800002479553
23	1.413469808692932	0.5023600000095367	0.5023200000095367
24	1.409369262084961	0.503360000038147	0.5032600001144409
25	1.4026527126693726	0.5085000000762939	0.5083600000762939
26	1.39345470993042	0.5107000001144409	0.5105200001144409
27	1.3894972676467896	0.5121799999809266	0.5120800000572204
28	1.3789852820587158	0.5166799999904632	0.5164799999904632
29	1.370931399040222	0.5191600001335144	0.5190000001335144
30	1.3675753142929077	0.5197400002288818	0.5195800002288818
31	1.3562146284103394	0.5249400000286102	0.5247200000286102
32	1.3562760606384276	0.5247599999427796	0.5245199999427795
33	1.3429953197479247	0.5311400002288819	0.5309200002288819
34	1.3384425527954102	0.5300799999427795	0.5296399999427795
35	1.3422372596359253	0.5317799999427796	0.5313399999427796
36	1.3324035720062255	0.5358199998664855	0.5353199998664856
37	1.3289176070022584	0.5356599999046325	0.5351799999046326
38	1.3242947888565064	0.5366400002479553	0.5361399999237061
39	1.3195069750213624	0.5392399999237061	0.538739999923706
40	1.3188697967529297	0.5404000000572204	0.5399600000572204
41	1.3118482845687867	0.5423000002288818	0.5415799999046326
42	1.3066747331237794	0.542839999923706	0.542159999923706
43	1.2976686233901977	0.54986	0.54904
44	1.302322707977295	0.5463199998664856	0.5453199998664856
45	1.2942487419891358	0.5501600001525879	0.5489000001525879
46	1.2964341903686523	0.548939999961853	0.547879999961853
47	1.2918057400131226	0.5510600001525879	0.5499400002288818
48	1.2917412757110596	0.5492400001716614	0.5479400001716613
49	1.286276908569336	0.5530800001907349	0.5515000002670288
50	1.2827180286026	0.5520200002098083	0.5507600002098083
51	1.276406992111206	0.554280000076294	0.552760000076294
52	1.2776100401687622	0.5551400001716614	0.5536800001716614
53	1.2767362532806397	0.5564600002670288	0.5549400002670288
54	1.2784963209152223	0.5560599998855591	0.5538599998855591
55	1.2683715522384644	0.5613800001144409	0.5591600001144409
56	1.267706155166626	0.5602600002288818	0.5580000002288819
57	1.2670317307281493	0.5610999999237061	0.5583400000762939
58	1.2642711939239502	0.5615200001144409	0.5591400001907348
59	1.2627265364456177	0.5645200002098083	0.5621600002098084
60	1.260305217590332	0.5610600000190735	0.5586200000190735
61	1.2612535374832152	0.5615800001525879	0.5588199999046326
62	1.2562838710403443	0.5640000002670288	0.5607799999427795
63	1.2582416203308104	0.5629000002288819	0.5596000002288818
64	1.2538836191558838	0.5657200002670288	0.5617800002670288
65	1.254047911491394	0.5662600000572204	0.5628000001335144
66	1.2471210980987548	0.5662199999809265	0.5623600001335144
67	1.2497083330917358	0.567360000076294	0.5631600000572204
68	1.2429352461624146	0.5708999999237061	0.5667600000762939
69	1.2476146491241455	0.5687200000953674	0.5638600002479554
70	1.2473588554000854	0.569040000076294	0.5642800002288818
71	1.2433328504180907	0.5688799999237061	0.563400000076294
72	1.2409370412445069	0.570580000038147	0.5651600002670288
73	1.2422118985366821	0.5717800002288819	0.5658399999809265
74	1.243175374031067	0.5674000001335144	0.561219999961853
75	1.2362964450073242	0.57234	0.5665400001525879
76	1.2395170349884033	0.5733000002479554	0.566619999923706
77	1.2359788705444337	0.5709399999809265	0.5641400000572204
78	1.23782856716156	0.573500000076294	0.5669400002288818
79	1.2418289863204957	0.5726200002098083	0.565440000038147
80	1.2330332598114013	0.5775000001716614	0.5690799999237061
81	1.2328499272537232	0.5762600001335144	0.568319999885559
82	1.2316108025741577	0.578360000076294	0.5694000002288818
83	1.2380964384078978	0.5745000002479553	0.5660999999046326
84	1.2287665603637696	0.5779400001907349	0.5689400001716614
85	1.2329126332473754	0.5788800000190735	0.5693800000953674
86	1.229939174003601	0.577240000038147	0.5676400001907349
87	1.226565439224243	0.577519999961853	0.5678199999427795
88	1.2352570132827758	0.5773400000953675	0.5672600002288818
89	1.2341746545410157	0.5798000000572204	0.5684000002098083
90	1.2345490468978881	0.577279999923706	0.5651600001335144
91	1.2306380669021606	0.5784200002670288	0.5670000000953674
92	1.2284549394607545	0.5822000000190735	0.5699
