dataset = MNIST
model = SortMLPModel(depth=5,width=5120,scalar=True,dropout=0.7,identity_val=10.0)
loss = mixture(lam0=0.1,lam_end=0.001)
p_start = 8.0
p_end = 1000.0
eps_train = 0.3
eps_test = 0.1
eps_smooth = 0.4
epochs = 0,0,100,1450,1500
decays = None
batch_size = 512
lr = 0.02
wd = 0.02
beta1 = 0.9
beta2 = 0.99
epsilon = 1e-10
start_epoch = 0
checkpoint = None
gpu = 3
dist_url = tcp://localhost:23456
world_size = 1
rank = 0
print_freq = 200
result_dir = result
filter_name = 
seed = 2021
visualize = False
Compose(
    RandomCrop(size=(28, 28), padding=1)
    ToTensor()
    Normalize(mean=[0.1307], std=[0.3081])
)
SortMLPModel(
  (fc_dist): BoundSequential(
    (0): NormDist(
      in_features=784, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (1): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (2): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (3): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (4): NormDist(in_features=5120, out_features=10, bias=True)
  )
)
number of params:  82708491
Epoch 0:  train loss 0.9702   train acc 0.4360   worst 0.0580   lr 0.0200   p 8.00   eps 0.9737   mix 0.1000   time 8.84
Epoch 757:  train loss 0.0217   train acc 0.9959   worst 0.9155   lr 0.0099   p 83.87   eps 0.9737   mix 0.0106   time 27.21
Epoch 758:  train loss 0.0212   train acc 0.9962   worst 0.9160   lr 0.0098   p 84.17   eps 0.9737   mix 0.0106   time 27.14
Epoch 759:  train loss 0.0214   train acc 0.9960   worst 0.9176   lr 0.0098   p 84.47   eps 0.9737   mix 0.0106   time 27.22
Epoch 760:  train loss 0.0214   train acc 0.9961   worst 0.9147   lr 0.0098   p 84.77   eps 0.9737   mix 0.0105   time 26.10
Epoch 761:  train loss 0.0213   train acc 0.9959   worst 0.9176   lr 0.0098   p 85.07   eps 0.9737   mix 0.0105   time 27.12
Epoch 762:  train loss 0.0215   train acc 0.9960   worst 0.9160   lr 0.0097   p 85.38   eps 0.9737   mix 0.0105   time 27.59
Epoch 763:  train loss 0.0218   train acc 0.9961   worst 0.9166   lr 0.0097   p 85.69   eps 0.9737   mix 0.0104   time 27.14
Epoch 764:  train loss 0.0220   train acc 0.9957   worst 0.9159   lr 0.0097   p 85.99   eps 0.9737   mix 0.0104   time 27.25
Epoch 765:  train loss 0.0217   train acc 0.9960   worst 0.9166   lr 0.0097   p 86.30   eps 0.9737   mix 0.0103   time 27.27
Epoch 766:  train loss 0.0218   train acc 0.9957   worst 0.9165   lr 0.0097   p 86.61   eps 0.9737   mix 0.0103   time 27.97
Epoch 767:  train loss 0.0220   train acc 0.9955   worst 0.9159   lr 0.0096   p 86.92   eps 0.9737   mix 0.0103   time 27.09
Epoch 768:  train loss 0.0221   train acc 0.9961   worst 0.9137   lr 0.0096   p 87.23   eps 0.9737   mix 0.0102   time 27.05
Epoch 769:  train loss 0.0214   train acc 0.9960   worst 0.9163   lr 0.0096   p 87.54   eps 0.9737   mix 0.0102   time 27.27
Epoch 770:  train loss 0.0216   train acc 0.9960   worst 0.9146   lr 0.0096   p 87.86   eps 0.9737   mix 0.0102   time 27.21
Epoch 771:  train loss 0.0217   train acc 0.9961   worst 0.9149   lr 0.0096   p 88.17   eps 0.9737   mix 0.0101   time 27.18
Epoch 772:  train loss 0.0221   train acc 0.9954   worst 0.9152   lr 0.0095   p 88.49   eps 0.9737   mix 0.0101   time 27.03
Epoch 773:  train loss 0.0215   train acc 0.9961   worst 0.9156   lr 0.0095   p 88.81   eps 0.9737   mix 0.0101   time 27.34
Epoch 774:  train loss 0.0218   train acc 0.9960   worst 0.9151   lr 0.0095   p 89.12   eps 0.9737   mix 0.0100   time 27.14
Epoch 775:  train loss 0.0218   train acc 0.9960   worst 0.9160   lr 0.0095   p 89.44   eps 0.9737   mix 0.0100   time 27.34
Epoch 776:  train loss 0.0217   train acc 0.9958   worst 0.9152   lr 0.0095   p 89.76   eps 0.9737   mix 0.0100   time 27.19
Epoch 777:  train loss 0.0224   train acc 0.9959   worst 0.9141   lr 0.0094   p 90.08   eps 0.9737   mix 0.0099   time 26.86
Epoch 778:  train loss 0.0217   train acc 0.9960   worst 0.9159   lr 0.0094   p 90.41   eps 0.9737   mix 0.0099   time 27.33
Epoch 779:  train loss 0.0221   train acc 0.9960   worst 0.9162   lr 0.0094   p 90.73   eps 0.9737   mix 0.0099   time 27.43
Epoch 780:  train loss 0.0223   train acc 0.9958   worst 0.9156   lr 0.0094   p 91.06   eps 0.9737   mix 0.0098   time 27.31
Epoch 781:  train loss 0.0218   train acc 0.9956   worst 0.9151   lr 0.0094   p 91.38   eps 0.9737   mix 0.0098   time 27.26
Epoch 782:  train loss 0.0217   train acc 0.9959   worst 0.9153   lr 0.0093   p 91.71   eps 0.9737   mix 0.0098   time 27.41
Epoch 783:  train loss 0.0215   train acc 0.9962   worst 0.9159   lr 0.0093   p 92.04   eps 0.9737   mix 0.0097   time 27.57
Epoch 784:  train loss 0.0227   train acc 0.9952   worst 0.9145   lr 0.0093   p 92.37   eps 0.9737   mix 0.0097   time 27.22
Epoch 785:  train loss 0.0217   train acc 0.9962   worst 0.9151   lr 0.0093   p 92.70   eps 0.9737   mix 0.0097   time 26.74
Epoch 786:  train loss 0.0218   train acc 0.9960   worst 0.9142   lr 0.0092   p 93.03   eps 0.9737   mix 0.0096   time 27.06
Epoch 787:  train loss 0.0218   train acc 0.9960   worst 0.9158   lr 0.0092   p 93.37   eps 0.9737   mix 0.0096   time 27.19
Epoch 788:  train loss 0.0222   train acc 0.9960   worst 0.9138   lr 0.0092   p 93.70   eps 0.9737   mix 0.0096   time 27.27
Epoch 789:  train loss 0.0216   train acc 0.9962   worst 0.9138   lr 0.0092   p 94.04   eps 0.9737   mix 0.0095   time 27.01
Epoch 790:  train loss 0.0222   train acc 0.9955   worst 0.9148   lr 0.0092   p 94.37   eps 0.9737   mix 0.0095   time 27.08
Epoch 791:  train loss 0.0221   train acc 0.9959   worst 0.9141   lr 0.0091   p 94.71   eps 0.9737   mix 0.0095   time 27.03
Epoch 792:  train loss 0.0214   train acc 0.9963   worst 0.9159   lr 0.0091   p 95.05   eps 0.9737   mix 0.0094   time 27.30
Epoch 793:  train loss 0.0218   train acc 0.9961   worst 0.9141   lr 0.0091   p 95.39   eps 0.9737   mix 0.0094   time 27.20
Epoch 794:  train loss 0.0218   train acc 0.9963   worst 0.9145   lr 0.0091   p 95.73   eps 0.9737   mix 0.0094   time 27.31
Epoch 795:  train loss 0.0220   train acc 0.9960   worst 0.9155   lr 0.0091   p 96.07   eps 0.9737   mix 0.0093   time 27.00
Epoch 796:  train loss 0.0218   train acc 0.9958   worst 0.9165   lr 0.0090   p 96.42   eps 0.9737   mix 0.0093   time 27.06
Epoch 797:  train loss 0.0220   train acc 0.9955   worst 0.9150   lr 0.0090   p 96.76   eps 0.9737   mix 0.0093   time 27.29
Epoch 798:  train loss 0.0220   train acc 0.9959   worst 0.9141   lr 0.0090   p 97.11   eps 0.9737   mix 0.0092   time 27.05
Epoch 799:  train loss 0.0219   train acc 0.9955   worst 0.9144   lr 0.0090   p 97.46   eps 0.9737   mix 0.0092   time 27.61
Epoch 800:  train loss 0.0217   train acc 0.9959   worst 0.9160   lr 0.0090   p 97.81   eps 0.9737   mix 0.0092   time 27.36
Epoch 801:  train loss 0.0222   train acc 0.9956   worst 0.9155   lr 0.0089   p 98.16   eps 0.9737   mix 0.0092   time 27.25
Epoch 802:  train loss 0.0219   train acc 0.9958   worst 0.9153   lr 0.0089   p 98.51   eps 0.9737   mix 0.0091   time 26.33
Epoch 803:  train loss 0.0218   train acc 0.9959   worst 0.9157   lr 0.0089   p 98.86   eps 0.9737   mix 0.0091   time 26.98
Epoch 804:  train loss 0.0218   train acc 0.9957   worst 0.9161   lr 0.0089   p 99.22   eps 0.9737   mix 0.0091   time 27.19
Epoch 805:  train loss 0.0215   train acc 0.9961   worst 0.9154   lr 0.0089   p 99.57   eps 0.9737   mix 0.0090   time 27.25
Epoch 806:  train loss 0.0224   train acc 0.9957   worst 0.9131   lr 0.0088   p 99.93   eps 0.9737   mix 0.0090   time 26.96
Epoch 807:  train loss 0.0216   train acc 0.9960   worst 0.9157   lr 0.0088   p 100.29   eps 0.9737   mix 0.0090   time 28.00
Epoch 808:  train loss 0.0224   train acc 0.9960   worst 0.9121   lr 0.0088   p 100.65   eps 0.9737   mix 0.0089   time 27.14
Epoch 809:  train loss 0.0222   train acc 0.9959   worst 0.9142   lr 0.0088   p 101.01   eps 0.9737   mix 0.0089   time 27.37
Epoch 810:  train loss 0.0215   train acc 0.9960   worst 0.9154   lr 0.0087   p 101.37   eps 0.9737   mix 0.0089   time 27.05
Epoch 811:  train loss 0.0219   train acc 0.9958   worst 0.9148   lr 0.0087   p 101.73   eps 0.9737   mix 0.0088   time 27.25
Epoch 812:  train loss 0.0221   train acc 0.9957   worst 0.9155   lr 0.0087   p 102.10   eps 0.9737   mix 0.0088   time 27.30
Epoch 813:  train loss 0.0218   train acc 0.9961   worst 0.9157   lr 0.0087   p 102.46   eps 0.9737   mix 0.0088   time 27.34
Epoch 814:  train loss 0.0220   train acc 0.9957   worst 0.9153   lr 0.0087   p 102.83   eps 0.9737   mix 0.0088   time 27.20
Epoch 815:  train loss 0.0222   train acc 0.9961   worst 0.9130   lr 0.0086   p 103.20   eps 0.9737   mix 0.0087   time 27.09
Epoch 816:  train loss 0.0220   train acc 0.9958   worst 0.9152   lr 0.0086   p 103.57   eps 0.9737   mix 0.0087   time 27.73
Epoch 817:  train loss 0.0218   train acc 0.9963   worst 0.9135   lr 0.0086   p 103.94   eps 0.9737   mix 0.0087   time 27.15
Epoch 818:  train loss 0.0221   train acc 0.9959   worst 0.9139   lr 0.0086   p 104.31   eps 0.9737   mix 0.0086   time 27.19
Epoch 819:  train loss 0.0219   train acc 0.9956   worst 0.9147   lr 0.0086   p 104.69   eps 0.9737   mix 0.0086   time 27.34
Epoch 820:  train loss 0.0218   train acc 0.9959   worst 0.9145   lr 0.0085   p 105.06   eps 0.9737   mix 0.0086   time 27.14
Epoch 821:  train loss 0.0217   train acc 0.9959   worst 0.9146   lr 0.0085   p 105.44   eps 0.9737   mix 0.0085   time 27.36
Epoch 822:  train loss 0.0224   train acc 0.9958   worst 0.9135   lr 0.0085   p 105.82   eps 0.9737   mix 0.0085   time 27.28
Epoch 823:  train loss 0.0219   train acc 0.9961   worst 0.9142   lr 0.0085   p 106.19   eps 0.9737   mix 0.0085   time 27.24
Epoch 824:  train loss 0.0222   train acc 0.9959   worst 0.9135   lr 0.0085   p 106.57   eps 0.9737   mix 0.0085   time 27.34
Epoch 825:  train loss 0.0223   train acc 0.9960   worst 0.9148   lr 0.0084   p 106.96   eps 0.9737   mix 0.0084   time 27.25
Epoch 826:  train loss 0.0220   train acc 0.9961   worst 0.9137   lr 0.0084   p 107.34   eps 0.9737   mix 0.0084   time 27.02
Epoch 827:  train loss 0.0223   train acc 0.9961   worst 0.9134   lr 0.0084   p 107.72   eps 0.9737   mix 0.0084   time 26.61
Epoch 828:  train loss 0.0225   train acc 0.9956   worst 0.9137   lr 0.0084   p 108.11   eps 0.9737   mix 0.0083   time 27.02
Epoch 829:  train loss 0.0224   train acc 0.9960   worst 0.9120   lr 0.0084   p 108.50   eps 0.9737   mix 0.0083   time 27.09
Epoch 830:  train loss 0.0221   train acc 0.9956   worst 0.9141   lr 0.0083   p 108.89   eps 0.9737   mix 0.0083   time 27.33
Epoch 831:  train loss 0.0224   train acc 0.9961   worst 0.9125   lr 0.0083   p 109.28   eps 0.9737   mix 0.0083   time 26.62
Epoch 832:  train loss 0.0221   train acc 0.9959   worst 0.9134   lr 0.0083   p 109.67   eps 0.9737   mix 0.0082   time 27.45
Epoch 833:  train loss 0.0224   train acc 0.9958   worst 0.9126   lr 0.0083   p 110.06   eps 0.9737   mix 0.0082   time 27.46
Epoch 834:  train loss 0.0223   train acc 0.9957   worst 0.9134   lr 0.0082   p 110.46   eps 0.9737   mix 0.0082   time 28.03
Epoch 835:  train loss 0.0222   train acc 0.9960   worst 0.9141   lr 0.0082   p 110.85   eps 0.9737   mix 0.0081   time 26.78
Epoch 836:  train loss 0.0217   train acc 0.9958   worst 0.9129   lr 0.0082   p 111.25   eps 0.9737   mix 0.0081   time 27.35
Epoch 837:  train loss 0.0224   train acc 0.9960   worst 0.9132   lr 0.0082   p 111.65   eps 0.9737   mix 0.0081   time 27.24
Epoch 838:  train loss 0.0224   train acc 0.9954   worst 0.9130   lr 0.0082   p 112.05   eps 0.9737   mix 0.0081   time 27.37
Epoch 839:  train loss 0.0219   train acc 0.9958   worst 0.9130   lr 0.0081   p 112.45   eps 0.9737   mix 0.0080   time 27.19
Epoch 840:  train loss 0.0222   train acc 0.9961   worst 0.9132   lr 0.0081   p 112.85   eps 0.9737   mix 0.0080   time 27.17
Epoch 841:  train loss 0.0227   train acc 0.9951   worst 0.9130   lr 0.0081   p 113.26   eps 0.9737   mix 0.0080   time 27.09
Epoch 842:  train loss 0.0221   train acc 0.9961   worst 0.9131   lr 0.0081   p 113.66   eps 0.9737   mix 0.0080   time 27.06
Epoch 843:  train loss 0.0220   train acc 0.9956   worst 0.9141   lr 0.0081   p 114.07   eps 0.9737   mix 0.0079   time 27.40
Epoch 844:  train loss 0.0225   train acc 0.9961   worst 0.9115   lr 0.0080   p 114.48   eps 0.9737   mix 0.0079   time 27.23
Epoch 845:  train loss 0.0221   train acc 0.9957   worst 0.9144   lr 0.0080   p 114.89   eps 0.9737   mix 0.0079   time 27.14
Epoch 846:  train loss 0.0219   train acc 0.9957   worst 0.9134   lr 0.0080   p 115.30   eps 0.9737   mix 0.0078   time 27.36
Epoch 847:  train loss 0.0227   train acc 0.9958   worst 0.9122   lr 0.0080   p 115.71   eps 0.9737   mix 0.0078   time 27.31
Epoch 848:  train loss 0.0223   train acc 0.9958   worst 0.9135   lr 0.0080   p 116.13   eps 0.9737   mix 0.0078   time 27.04
Epoch 849:  train loss 0.0225   train acc 0.9958   worst 0.9122   lr 0.0079   p 116.54   eps 0.9737   mix 0.0078   time 27.34
Epoch 850:  train loss 0.0221   train acc 0.9958   worst 0.9128   lr 0.0079   p 116.96   eps 0.9737   mix 0.0077   time 27.21
Epoch 851:  train loss 0.0220   train acc 0.9960   worst 0.9122   lr 0.0079   p 117.38   eps 0.9737   mix 0.0077   time 27.25
Epoch 852:  train loss 0.0225   train acc 0.9958   worst 0.9124   lr 0.0079   p 117.80   eps 0.9737   mix 0.0077   time 27.19
Epoch 853:  train loss 0.0231   train acc 0.9957   worst 0.9114   lr 0.0079   p 118.22   eps 0.9737   mix 0.0077   time 27.28
Epoch 854:  train loss 0.0222   train acc 0.9956   worst 0.9135   lr 0.0078   p 118.65   eps 0.9737   mix 0.0076   time 27.32
Epoch 855:  train loss 0.0227   train acc 0.9958   worst 0.9121   lr 0.0078   p 119.07   eps 0.9737   mix 0.0076   time 27.70
Epoch 856:  train loss 0.0227   train acc 0.9955   worst 0.9139   lr 0.0078   p 119.50   eps 0.9737   mix 0.0076   time 27.13
Epoch 857:  train loss 0.0222   train acc 0.9961   worst 0.9126   lr 0.0078   p 119.93   eps 0.9737   mix 0.0076   time 27.49
Epoch 858:  train loss 0.0224   train acc 0.9960   worst 0.9110   lr 0.0078   p 120.36   eps 0.9737   mix 0.0075   time 27.18
Epoch 859:  train loss 0.0225   train acc 0.9959   worst 0.9116   lr 0.0077   p 120.79   eps 0.9737   mix 0.0075   time 27.10
Epoch 860:  train loss 0.0225   train acc 0.9960   worst 0.9122   lr 0.0077   p 121.22   eps 0.9737   mix 0.0075   time 27.24
Epoch 861:  train loss 0.0224   train acc 0.9957   worst 0.9123   lr 0.0077   p 121.65   eps 0.9737   mix 0.0075   time 27.24
Epoch 862:  train loss 0.0224   train acc 0.9962   worst 0.9119   lr 0.0077   p 122.09   eps 0.9737   mix 0.0074   time 27.41
Epoch 863:  train loss 0.0228   train acc 0.9960   worst 0.9124   lr 0.0077   p 122.53   eps 0.9737   mix 0.0074   time 27.11
Epoch 864:  train loss 0.0224   train acc 0.9960   worst 0.9127   lr 0.0076   p 122.97   eps 0.9737   mix 0.0074   time 27.14
Epoch 865:  train loss 0.0223   train acc 0.9956   worst 0.9125   lr 0.0076   p 123.41   eps 0.9737   mix 0.0074   time 27.37
Epoch 866:  train loss 0.0221   train acc 0.9962   worst 0.9118   lr 0.0076   p 123.85   eps 0.9737   mix 0.0073   time 27.37
Epoch 867:  train loss 0.0223   train acc 0.9957   worst 0.9120   lr 0.0076   p 124.29   eps 0.9737   mix 0.0073   time 27.11
Epoch 868:  train loss 0.0227   train acc 0.9961   worst 0.9108   lr 0.0076   p 124.74   eps 0.9737   mix 0.0073   time 27.25
Epoch 869:  train loss 0.0223   train acc 0.9957   worst 0.9111   lr 0.0075   p 125.18   eps 0.9737   mix 0.0073   time 27.24
Epoch 870:  train loss 0.0221   train acc 0.9961   worst 0.9124   lr 0.0075   p 125.63   eps 0.9737   mix 0.0072   time 27.20
Epoch 871:  train loss 0.0220   train acc 0.9960   worst 0.9129   lr 0.0075   p 126.08   eps 0.9737   mix 0.0072   time 27.50
Epoch 872:  train loss 0.0223   train acc 0.9958   worst 0.9127   lr 0.0075   p 126.54   eps 0.9737   mix 0.0072   time 27.30
Epoch 873:  train loss 0.0222   train acc 0.9960   worst 0.9129   lr 0.0075   p 126.99   eps 0.9737   mix 0.0072   time 27.20
Epoch 874:  train loss 0.0227   train acc 0.9959   worst 0.9114   lr 0.0074   p 127.44   eps 0.9737   mix 0.0071   time 27.32
Epoch 875:  train loss 0.0225   train acc 0.9957   worst 0.9121   lr 0.0074   p 127.90   eps 0.9737   mix 0.0071   time 27.17
Epoch 876:  train loss 0.0225   train acc 0.9960   worst 0.9124   lr 0.0074   p 128.36   eps 0.9737   mix 0.0071   time 27.34
Epoch 877:  train loss 0.0218   train acc 0.9957   worst 0.9123   lr 0.0074   p 128.82   eps 0.9737   mix 0.0071   time 27.10
Epoch 878:  train loss 0.0224   train acc 0.9960   worst 0.9113   lr 0.0074   p 129.28   eps 0.9737   mix 0.0070   time 26.96
Epoch 879:  train loss 0.0226   train acc 0.9960   worst 0.9110   lr 0.0073   p 129.74   eps 0.9737   mix 0.0070   time 27.34
Epoch 880:  train loss 0.0226   train acc 0.9956   worst 0.9125   lr 0.0073   p 130.21   eps 0.9737   mix 0.0070   time 27.10
Epoch 881:  train loss 0.0225   train acc 0.9957   worst 0.9122   lr 0.0073   p 130.67   eps 0.9737   mix 0.0070   time 27.06
Epoch 882:  train loss 0.0231   train acc 0.9955   worst 0.9118   lr 0.0073   p 131.14   eps 0.9737   mix 0.0069   time 27.21
Epoch 883:  train loss 0.0226   train acc 0.9958   worst 0.9111   lr 0.0073   p 131.61   eps 0.9737   mix 0.0069   time 27.19
Epoch 884:  train loss 0.0222   train acc 0.9959   worst 0.9123   lr 0.0072   p 132.08   eps 0.9737   mix 0.0069   time 27.15
Epoch 885:  train loss 0.0224   train acc 0.9960   worst 0.9142   lr 0.0072   p 132.56   eps 0.9737   mix 0.0069   time 26.81
Epoch 886:  train loss 0.0227   train acc 0.9957   worst 0.9114   lr 0.0072   p 133.03   eps 0.9737   mix 0.0068   time 27.15
Epoch 887:  train loss 0.0225   train acc 0.9958   worst 0.9133   lr 0.0072   p 133.51   eps 0.9737   mix 0.0068   time 27.36
Epoch 888:  train loss 0.0228   train acc 0.9957   worst 0.9112   lr 0.0071   p 133.99   eps 0.9737   mix 0.0068   time 28.00
Epoch 889:  train loss 0.0220   train acc 0.9960   worst 0.9123   lr 0.0071   p 134.47   eps 0.9737   mix 0.0068   time 27.21
Epoch 890:  train loss 0.0228   train acc 0.9959   worst 0.9106   lr 0.0071   p 134.95   eps 0.9737   mix 0.0068   time 27.23
Epoch 891:  train loss 0.0223   train acc 0.9960   worst 0.9116   lr 0.0071   p 135.43   eps 0.9737   mix 0.0067   time 27.32
Epoch 892:  train loss 0.0227   train acc 0.9956   worst 0.9128   lr 0.0071   p 135.92   eps 0.9737   mix 0.0067   time 27.28
Epoch 893:  train loss 0.0225   train acc 0.9955   worst 0.9120   lr 0.0070   p 136.41   eps 0.9737   mix 0.0067   time 27.26
Epoch 894:  train loss 0.0224   train acc 0.9959   worst 0.9114   lr 0.0070   p 136.89   eps 0.9737   mix 0.0067   time 27.26
Epoch 895:  train loss 0.0221   train acc 0.9962   worst 0.9117   lr 0.0070   p 137.38   eps 0.9737   mix 0.0066   time 27.18
Epoch 896:  train loss 0.0222   train acc 0.9958   worst 0.9106   lr 0.0070   p 137.88   eps 0.9737   mix 0.0066   time 27.28
Epoch 897:  train loss 0.0223   train acc 0.9960   worst 0.9112   lr 0.0070   p 138.37   eps 0.9737   mix 0.0066   time 27.24
Epoch 898:  train loss 0.0229   train acc 0.9958   worst 0.9112   lr 0.0069   p 138.87   eps 0.9737   mix 0.0066   time 27.35
Epoch 899:  train loss 0.0227   train acc 0.9956   worst 0.9121   lr 0.0069   p 139.36   eps 0.9737   mix 0.0066   time 27.38
Epoch 900:  train loss 0.0220   train acc 0.9959   worst 0.9129   lr 0.0069   p 139.86   eps 0.9737   mix 0.0065   time 27.30
Epoch 901:  train loss 0.0223   train acc 0.9958   worst 0.9113   lr 0.0069   p 140.36   eps 0.9737   mix 0.0065   time 27.47
Epoch 902:  train loss 0.0227   train acc 0.9958   worst 0.9115   lr 0.0069   p 140.87   eps 0.9737   mix 0.0065   time 26.61
Epoch 903:  train loss 0.0225   train acc 0.9958   worst 0.9119   lr 0.0069   p 141.37   eps 0.9737   mix 0.0065   time 27.20
Epoch 904:  train loss 0.0226   train acc 0.9959   worst 0.9103   lr 0.0068   p 141.88   eps 0.9737   mix 0.0064   time 27.29
Epoch 905:  train loss 0.0228   train acc 0.9959   worst 0.9112   lr 0.0068   p 142.39   eps 0.9737   mix 0.0064   time 27.71
Epoch 906:  train loss 0.0226   train acc 0.9959   worst 0.9120   lr 0.0068   p 142.90   eps 0.9737   mix 0.0064   time 26.69
Epoch 907:  train loss 0.0227   train acc 0.9961   worst 0.9109   lr 0.0068   p 143.41   eps 0.9737   mix 0.0064   time 27.26
Epoch 908:  train loss 0.0227   train acc 0.9958   worst 0.9122   lr 0.0068   p 143.92   eps 0.9737   mix 0.0064   time 27.35
Epoch 909:  train loss 0.0229   train acc 0.9956   worst 0.9104   lr 0.0067   p 144.44   eps 0.9737   mix 0.0063   time 27.15
Epoch 910:  train loss 0.0229   train acc 0.9959   worst 0.9098   lr 0.0067   p 144.96   eps 0.9737   mix 0.0063   time 27.22
Epoch 911:  train loss 0.0221   train acc 0.9959   worst 0.9129   lr 0.0067   p 145.48   eps 0.9737   mix 0.0063   time 27.08
Epoch 912:  train loss 0.0220   train acc 0.9958   worst 0.9127   lr 0.0067   p 146.00   eps 0.9737   mix 0.0063   time 27.12
Epoch 913:  train loss 0.0222   train acc 0.9963   worst 0.9118   lr 0.0067   p 146.52   eps 0.9737   mix 0.0062   time 27.16
Epoch 914:  train loss 0.0227   train acc 0.9957   worst 0.9108   lr 0.0066   p 147.04   eps 0.9737   mix 0.0062   time 27.06
Epoch 915:  train loss 0.0225   train acc 0.9960   worst 0.9108   lr 0.0066   p 147.57   eps 0.9737   mix 0.0062   time 26.97
Epoch 916:  train loss 0.0229   train acc 0.9957   worst 0.9105   lr 0.0066   p 148.10   eps 0.9737   mix 0.0062   time 27.17
Epoch 917:  train loss 0.0229   train acc 0.9963   worst 0.9100   lr 0.0066   p 148.63   eps 0.9737   mix 0.0062   time 27.21
Epoch 918:  train loss 0.0225   train acc 0.9962   worst 0.9104   lr 0.0066   p 149.16   eps 0.9737   mix 0.0061   time 27.17
Epoch 919:  train loss 0.0227   train acc 0.9955   worst 0.9107   lr 0.0065   p 149.70   eps 0.9737   mix 0.0061   time 27.22
Epoch 920:  train loss 0.0226   train acc 0.9958   worst 0.9108   lr 0.0065   p 150.23   eps 0.9737   mix 0.0061   time 27.08
Epoch 921:  train loss 0.0224   train acc 0.9959   worst 0.9117   lr 0.0065   p 150.77   eps 0.9737   mix 0.0061   time 27.25
Epoch 922:  train loss 0.0227   train acc 0.9957   worst 0.9096   lr 0.0065   p 151.31   eps 0.9737   mix 0.0061   time 27.23
Epoch 923:  train loss 0.0225   train acc 0.9960   worst 0.9113   lr 0.0065   p 151.85   eps 0.9737   mix 0.0060   time 26.74
Epoch 924:  train loss 0.0228   train acc 0.9957   worst 0.9114   lr 0.0064   p 152.40   eps 0.9737   mix 0.0060   time 27.26
Epoch 925:  train loss 0.0228   train acc 0.9957   worst 0.9107   lr 0.0064   p 152.94   eps 0.9737   mix 0.0060   time 27.12
Epoch 926:  train loss 0.0224   train acc 0.9958   worst 0.9112   lr 0.0064   p 153.49   eps 0.9737   mix 0.0060   time 27.30
Epoch 927:  train loss 0.0228   train acc 0.9957   worst 0.9101   lr 0.0064   p 154.04   eps 0.9737   mix 0.0060   time 27.26
Epoch 928:  train loss 0.0223   train acc 0.9958   worst 0.9128   lr 0.0064   p 154.59   eps 0.9737   mix 0.0059   time 27.24
Epoch 929:  train loss 0.0223   train acc 0.9960   worst 0.9113   lr 0.0063   p 155.15   eps 0.9737   mix 0.0059   time 27.34
Epoch 930:  train loss 0.0226   train acc 0.9955   worst 0.9113   lr 0.0063   p 155.70   eps 0.9737   mix 0.0059   time 27.03
Epoch 931:  train loss 0.0229   train acc 0.9956   worst 0.9106   lr 0.0063   p 156.26   eps 0.9737   mix 0.0059   time 27.18
Epoch 932:  train loss 0.0225   train acc 0.9959   worst 0.9103   lr 0.0063   p 156.82   eps 0.9737   mix 0.0059   time 27.07
Epoch 933:  train loss 0.0230   train acc 0.9955   worst 0.9112   lr 0.0063   p 157.38   eps 0.9737   mix 0.0058   time 27.16
Epoch 934:  train loss 0.0227   train acc 0.9959   worst 0.9114   lr 0.0062   p 157.95   eps 0.9737   mix 0.0058   time 27.01
Epoch 935:  train loss 0.0231   train acc 0.9958   worst 0.9099   lr 0.0062   p 158.51   eps 0.9737   mix 0.0058   time 27.02
Epoch 936:  train loss 0.0225   train acc 0.9958   worst 0.9102   lr 0.0062   p 159.08   eps 0.9737   mix 0.0058   time 26.36
Epoch 937:  train loss 0.0227   train acc 0.9958   worst 0.9115   lr 0.0062   p 159.65   eps 0.9737   mix 0.0058   time 27.10
Epoch 938:  train loss 0.0227   train acc 0.9958   worst 0.9113   lr 0.0062   p 160.22   eps 0.9737   mix 0.0057   time 27.07
Epoch 939:  train loss 0.0230   train acc 0.9956   worst 0.9094   lr 0.0061   p 160.80   eps 0.9737   mix 0.0057   time 27.11
Epoch 940:  train loss 0.0225   train acc 0.9959   worst 0.9097   lr 0.0061   p 161.37   eps 0.9737   mix 0.0057   time 26.66
Epoch 941:  train loss 0.0228   train acc 0.9957   worst 0.9107   lr 0.0061   p 161.95   eps 0.9737   mix 0.0057   time 27.22
Epoch 942:  train loss 0.0231   train acc 0.9959   worst 0.9094   lr 0.0061   p 162.53   eps 0.9737   mix 0.0057   time 27.16
Epoch 943:  train loss 0.0233   train acc 0.9958   worst 0.9099   lr 0.0061   p 163.11   eps 0.9737   mix 0.0056   time 27.37
Epoch 944:  train loss 0.0235   train acc 0.9956   worst 0.9092   lr 0.0060   p 163.70   eps 0.9737   mix 0.0056   time 27.03
Epoch 945:  train loss 0.0225   train acc 0.9956   worst 0.9115   lr 0.0060   p 164.29   eps 0.9737   mix 0.0056   time 27.09
