epoch	loss	acc	certified
0	0.9008800489107768	0.1945833333412806	0.09401666666666667
1	0.8474782632509867	0.20385000001589457	0.17190000001589456
2	0.8009164218584697	0.32001666666666667	0.14135
3	0.5986676017125447	0.63155	0.21993333333333334
4	0.44925633505185447	0.7160166666666666	0.3977833333492279
5	0.35465637594858807	0.7628666666984558	0.53605
6	0.2643354410092036	0.8448333333333333	0.6296500000635783
7	0.18804492274920145	0.889716666730245	0.7290166666666666
8	0.15351244204044343	0.9111166666984558	0.7757500000317892
9	0.13006479020913442	0.9259500000635783	0.8066500000635783
10	0.1145508370955785	0.9344333333969116	0.8295333333333333
11	0.1025516355752945	0.9424	0.8442500000317892
12	0.09006036694049835	0.951	0.8604333333651225
13	0.08288162876168886	0.9548500000317891	0.8716333333333334
14	0.07723561886548996	0.9583500000317892	0.8801000000635782
15	0.07026791046460469	0.9629166666984558	0.8884000000635783
16	0.06679590848286947	0.9639166666666666	0.8951166666666667
17	0.06229432193040848	0.9671666666666666	0.9009333333651225
18	0.05908523126045863	0.9686333333969116	0.9051666667302449
19	0.05697428696751595	0.9695166666666667	0.9092666667302449
20	0.05429061725735664	0.9723833333651225	0.9126166666984558
21	0.05208883484999339	0.9733333333651225	0.9150333333969116
22	0.04963494476079941	0.974566666730245	0.9176833333651224
23	0.04869700335065524	0.9752	0.9194333333651225
24	0.0467725273569425	0.9756833333333333	0.9232000000317891
25	0.04531441816091537	0.9772833333333333	0.9251833333651225
26	0.043851214649279914	0.9781166666666666	0.9261333333969116
27	0.042635723596811295	0.9788	0.9280333333651225
28	0.041268174312512076	0.9788333333333333	0.9313166666984558
29	0.04015859010020892	0.980216666730245	0.9316666666666666
30	0.03907661730051041	0.9805333333333334	0.93295
31	0.03810085881153742	0.9807500000317891	0.9345166666984558
32	0.03746359103918075	0.9809333333651225	0.9367833333651224
33	0.036539379672209424	0.9816	0.9373666666666667
34	0.03584025093615055	0.9823000000635783	0.9379166666984559
35	0.035805597039063775	0.9822666666984559	0.9389500000635783
36	0.03460062605937322	0.9827166666984558	0.9407166667302449
37	0.03367505185206731	0.9837500000317891	0.9414833333651225
38	0.032534860412279765	0.9839666667302449	0.94305
39	0.032569233493010205	0.9839000000317891	0.9431500000317892
40	0.03205820389688015	0.9843166666666666	0.9439500000317892
41	0.03168679581781229	0.9842833333333333	0.9454500000635783
42	0.03142412845293681	0.9843833333651225	0.9451666666984558
43	0.03089426706234614	0.9849500000635782	0.9455333333651225
44	0.03072940725386143	0.9845333333333334	0.9463666666984558
45	0.029897225218017895	0.9854166666666667	0.947166666730245
46	0.02935709909896056	0.9862333333333333	0.9476500000635782
47	0.029606583642959594	0.9859666667302449	0.9481000000635783
48	0.029336017033457756	0.985416666730245	0.94845
49	0.028145246215661366	0.9865666666984558	0.94985
50	0.028465551002820333	0.9861333333969117	0.949166666730245
51	0.02758387151757876	0.9866666666984558	0.9510333333969117
52	0.02710585228999456	0.987366666730245	0.9500333333651225
53	0.026726518783966702	0.9873166666666666	0.9517166667302449
54	0.02691268519560496	0.98725	0.951316666730245
55	0.026603849179546037	0.9873000000635783	0.9521833333969116
56	0.02613829846183459	0.9878166666984558	0.9521
57	0.02588039850393931	0.9874833333651225	0.9530000000635783
58	0.02591764970868826	0.9875333333333334	0.9532500000317892
59	0.025326442424456277	0.9876666666984558	0.9550833333969116
60	0.025425095595916113	0.9877333333651225	0.9540666666984559
61	0.024690191925565402	0.9884000000635783	0.9551333333651225
62	0.02432511316637198	0.9880000000635782	0.9557333333651225
63	0.024435319017370543	0.9884833333969116	0.95415
64	0.02447884053091208	0.9884833333651225	0.9545166666666667
65	0.02374522031744321	0.989216666730245	0.9558833333969117
66	0.02398242607911428	0.988666666730245	0.9556833333651225
67	0.023090690733492375	0.989116666730245	0.9564833333969116
68	0.02427634569009145	0.9884666666984558	0.9565166666666667
69	0.023821978827317555	0.9891500000635783	0.9557833333333333
70	0.02352333332349857	0.9891	0.9560166666666666
71	0.022702085266510647	0.9892666666984559	0.9575166666666667
72	0.022263578285773595	0.9899666666984558	0.9584
73	0.022740131998062133	0.98965	0.957166666730245
74	0.022466804815332093	0.9897000000635783	0.9576666667302449
75	0.02213148135840893	0.9895500000635783	0.9578333333651224
76	0.02245150951097409	0.9901	0.9580500000317892
77	0.02190177384316921	0.9898666666666667	0.9583833333651225
78	0.02079158164213101	0.9900000000635782	0.9597666666666667
79	0.021780132699012758	0.9899166666666667	0.9586666667302449
80	0.02136305655737718	0.9903666666666666	0.95925
81	0.021741134123007457	0.9901000000317891	0.9585500000317891
82	0.021701813636223474	0.9905333333969116	0.9580500000317892
83	0.020740991898377737	0.9904333333969116	0.9600000000317891
84	0.020777144622802734	0.9907166666984558	0.9601500000317892
85	0.02081921678284804	0.9902333333333333	0.95995
86	0.02088474733332793	0.9903333333969117	0.9606000000317891
87	0.02078635617494583	0.9908833333651225	0.9603000000317892
88	0.02008042643169562	0.9909500000635783	0.9609333333333333
89	0.020153783309459685	0.9908166666666667	0.9616333333651225
90	0.02040678401986758	0.9907833333651225	0.9614666666666667
91	0.019692491793632506	0.9910000000635782	0.9617333333333333
92	0.019174302758773167	0.9911833333333333	0.9628833333969116
93	0.0201270351121823	0.9910333333333333	0.9613000000317892
94	0.019935891817013423	0.9907333333969116	0.961916666730245
95	0.019687393111983933	0.9914333333333334	0.9616166667302449
96	0.019384211980799836	0.9910166666666667	0.9624666666984558
97	0.01958065779209137	0.9913500000317892	0.9619166666666666
98	0.018859752459131414	0.9917	0.9632833333333334
99	0.019630188342928886	0.9912500000635783	0.9622166666984558
100	0.01916115962018569	0.9914	0.9632666666984558
101	0.01885445975065231	0.9915666666984558	0.96305
102	0.01926163231531779	0.9915000000635783	0.9611166666984559
103	0.01896655261715253	0.9914166666666666	0.9623166666984558
104	0.019095416149497033	0.9914166666666666	0.9611166666984559
105	0.019051622804005942	0.9920500000635782	0.9611500000317892
106	0.018643438162406285	0.9918166666984558	0.9626500000317891
107	0.018861974741270146	0.9918	0.9616166667302449
108	0.019087170300881067	0.9917500000635783	0.961
109	0.018537159688274067	0.9921500000635783	0.96155
110	0.0189735542734464	0.9918500000635783	0.9610833333651225
111	0.019095311361551286	0.9923333333969117	0.9602166666984558
112	0.019017595939834913	0.9919833333333333	0.9599333333333333
113	0.01936378788749377	0.991216666730245	0.9612000000317892
