epoch	acc	certified
1849	0.7383399605751038	0.6472799777984619
1899	0.7457399964332581	0.6601399779319763
1949	0.7470799684524536	0.6594399809837341
1999	0.7553799748420715	0.6707599759101868
2049	0.7569999694824219	0.6726999878883362
2099	0.7565000057220459	0.6746000051498413
2149	0.7616999745368958	0.6816200017929077
2199	0.7619999647140503	0.6851399540901184
2249	0.7627999782562256	0.6851999759674072
2299	0.7656799554824829	0.6886399984359741
2349	0.7669000029563904	0.6932799816131592
2399	0.767259955406189	0.695580005645752
2449	0.7687999606132507	0.6969199776649475
2499	0.7719999551773071	0.7001599669456482
2549	0.7738400101661682	0.7016800045967102
2599	0.7717199921607971	0.7043399810791016
2649	0.7747399806976318	0.7038799524307251
2699	0.7739599943161011	0.704800009727478
2749	0.77565997838974	0.7089399695396423
2799	0.7757599949836731	0.7092799544334412
2849	0.7771999835968018	0.7095800042152405
2899	0.7756999731063843	0.7095199823379517
2949	0.7763599753379822	0.7094399929046631
2997	0.7760399580001831	0.7066999673843384
2998	0.77565997838974	0.7100799679756165
2999	0.7741400003433228	0.7069599628448486
