epoch	acc	certified
1849	0.7308799624443054	0.6320599913597107
1899	0.7333599925041199	0.6378999948501587
1949	0.7358399629592896	0.6401799917221069
1999	0.7392399907112122	0.6462999582290649
2049	0.7450999617576599	0.6556599736213684
2099	0.746239960193634	0.6571199893951416
2149	0.7459999918937683	0.6587199568748474
2199	0.7488999962806702	0.6624599695205688
2249	0.7507599592208862	0.6662799715995789
2299	0.7517199516296387	0.6712999939918518
2349	0.7516199946403503	0.6718999743461609
2399	0.7566999793052673	0.6750999689102173
2449	0.7577599883079529	0.6789799928665161
2499	0.7605999708175659	0.6819199919700623
2549	0.7602999806404114	0.6832199692726135
2599	0.7595399618148804	0.6829000115394592
2649	0.7618599534034729	0.685979962348938
2699	0.7613799571990967	0.6875999569892883
2749	0.7615599632263184	0.6873199939727783
2799	0.7631799578666687	0.6886000037193298
2849	0.7623800039291382	0.6893199682235718
2899	0.7643599510192871	0.6906399726867676
2949	0.7657399773597717	0.6916599869728088
2997	0.7651000022888184	0.6924399733543396
2998	0.7638799548149109	0.690339982509613
2999	0.7647799849510193	0.6916799545288086
